n : 1.0
freq : 83.33 MHz
SWR : 9.207
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
 50  45    -3.171     0.481801     -75139.900
 55  45    -2.821     0.522334     -75135.132
 60  45    -2.850     0.518774     -75134.442
 65  45    -3.589     0.437611     -75133.976
 70  45    -4.356     0.366807     -75138.298
 75  45    -5.285     0.296154     -75138.340
 80  45    -6.773     0.210212     -75137.817
 85  45    -6.358     0.231307     -75136.183
 90  45    -7.467     0.179183     -75138.974
 95  45    -6.806     0.208640     -75140.195
100  45    -6.127     0.243977     -75141.348
105  45    -5.998     0.251309     -75145.399
110  45    -4.365     0.366006     -75145.244
115  45    -2.678     0.539757     -75145.098
120  45    -2.796     0.525301     -75147.735
125  45    -2.804     0.524334     -75149.418
130  45    -3.327     0.464791     -75152.875
135  45    -4.230     0.377544     -75155.834
140  45    -4.797     0.331397     -75156.848
145  45    -5.751     0.266022     -75157.756
150  45    -5.839     0.260650     -74795.510
155  45    -5.971     0.252870     -74793.602
160  45    -6.134     0.243567     -74798.537
165  45    -6.843     0.206889     -75156.885
170  45    -9.656     0.108255     -74795.147
175  45   -12.762     0.052938     -74794.403
180  45   -18.833     0.013083     -74795.265
  0  50   -18.018     0.015783     -75147.476
  5  50   -13.161     0.048300     -75148.298
 10  50   -11.464     0.071382     -75149.701
 15  50    -7.798     0.166042     -75151.960
 20  50    -6.371     0.230599     -75151.271
 25  50    -4.965     0.318792     -75148.985
 30  50    -5.825     0.261522     -75149.704
 35  50    -6.454     0.226239     -75146.010
 40  50    -5.134     0.306639     -75144.551
 45  50    -4.979     0.317730     -75143.954
 50  50    -3.171     0.481801     -75139.900
 55  50    -2.821     0.522334     -75135.132
 60  50    -2.850     0.518774     -75134.442
 65  50    -3.589     0.437611     -75133.976
 70  50    -4.356     0.366807     -75138.298
 75  50    -5.285     0.296154     -75138.340
 80  50    -6.773     0.210212     -75137.817
 85  50    -6.358     0.231307     -75136.183
 90  50    -7.467     0.179183     -75138.974
 95  50    -6.806     0.208640     -75140.195
100  50    -6.127     0.243977     -75141.348
105  50    -5.998     0.251309     -75145.399
110  50    -4.365     0.366006     -75145.244
115  50    -2.678     0.539757     -75145.098
120  50    -2.796     0.525301     -75147.735
125  50    -2.804     0.524334     -75149.418
130  50    -3.327     0.464791     -75152.875
135  50    -4.230     0.377544     -75155.834
140  50    -4.797     0.331397     -75156.848
145  50    -5.751     0.266022     -75157.756
150  50    -5.839     0.260650     -74795.510
155  50    -5.971     0.252870     -74793.602
160  50    -6.134     0.243567     -74798.537
165  50    -6.843     0.206889     -75156.885
170  50    -9.656     0.108255     -74795.147
175  50   -12.762     0.052938     -74794.403
180  50   -18.833     0.013083     -74795.265
  0  55   -18.018     0.015783     -75147.476
  5  55   -13.161     0.048300     -75148.298
 10  55   -11.464     0.071382     -75149.701
 15  55    -7.798     0.166042     -75151.960
 20  55    -6.371     0.230599     -75151.271
 25  55    -4.965     0.318792     -75148.985
 30  55    -5.825     0.261522     -75149.704
 35  55    -6.454     0.226239     -75146.010
 40  55    -5.134     0.306639     -75144.551
 45  55    -4.979     0.317730     -75143.954
 50  55    -3.171     0.481801     -75139.900
 55  55    -2.821     0.522334     -75135.132
 60  55    -2.850     0.518774     -75134.442
 65  55    -3.589     0.437611     -75133.976
 70  55    -4.356     0.366807     -75138.298
 75  55    -5.285     0.296154     -75138.340
 80  55    -6.773     0.210212     -75137.817
 85  55    -6.358     0.231307     -75136.183
 90  55    -7.467     0.179183     -75138.974
 95  55    -6.806     0.208640     -75140.195
100  55    -6.127     0.243977     -75141.348
105  55    -5.998     0.251309     -75145.399
110  55    -4.365     0.366006     -75145.244
115  55    -2.678     0.539757     -75145.098
120  55    -2.796     0.525301     -75147.735
125  55    -2.804     0.524334     -75149.418
130  55    -3.327     0.464791     -75152.875
135  55    -4.230     0.377544     -75155.834
140  55    -4.797     0.331397     -75156.848
145  55    -5.751     0.266022     -75157.756
150  55    -5.839     0.260650     -74795.510
155  55    -5.971     0.252870     -74793.602
160  55    -6.134     0.243567     -74798.537
165  55    -6.843     0.206889     -75156.885
170  55    -9.656     0.108255     -74795.147
175  55   -12.762     0.052938     -74794.403
180  55   -18.833     0.013083     -74795.265
  0  60   -18.018     0.015783     -75147.476
  5  60   -13.161     0.048300     -75148.298
 10  60   -11.464     0.071382     -75149.701
 15  60    -7.798     0.166042     -75151.960
 20  60    -6.371     0.230599     -75151.271
 25  60    -4.965     0.318792     -75148.985
 30  60    -5.825     0.261522     -75149.704
 35  60    -6.454     0.226239     -75146.010
 40  60    -5.134     0.306639     -75144.551
 45  60    -4.979     0.317730     -75143.954
 50  60    -3.171     0.481801     -75139.900
 55  60    -2.821     0.522334     -75135.132
 60  60    -2.850     0.518774     -75134.442
 65  60    -3.589     0.437611     -75133.976
 70  60    -4.356     0.366807     -75138.298
 75  60    -5.285     0.296154     -75138.340
 80  60    -6.773     0.210212     -75137.817
 85  60    -6.358     0.231307     -75136.183
 90  60    -7.467     0.179183     -75138.974
 95  60    -6.806     0.208640     -75140.195
100  60    -6.127     0.243977     -75141.348
105  60    -5.998     0.251309     -75145.399
110  60    -4.365     0.366006     -75145.244
115  60    -2.678     0.539757     -75145.098
120  60    -2.796     0.525301     -75147.735
125  60    -2.804     0.524334     -75149.418
130  60    -3.327     0.464791     -75152.875
135  60    -4.230     0.377544     -75155.834
140  60    -4.797     0.331397     -75156.848
145  60    -5.751     0.266022     -75157.756
150  60    -5.839     0.260650     -74795.510
155  60    -5.971     0.252870     -74793.602
160  60    -6.134     0.243567     -74798.537
165  60    -6.843     0.206889     -75156.885
170  60    -9.656     0.108255     -74795.147
175  60   -12.762     0.052938     -74794.403
180  60   -18.833     0.013083     -74795.265
  0  65   -18.018     0.015783     -75147.476
  5  65   -13.161     0.048300     -75148.298
 10  65   -11.464     0.071382     -75149.701
 15  65    -7.798     0.166042     -75151.960
 20  65    -6.371     0.230599     -75151.271
 25  65    -4.965     0.318792     -75148.985
 30  65    -5.825     0.261522     -75149.704
 35  65    -6.454     0.226239     -75146.010
 40  65    -5.134     0.306639     -75144.551
 45  65    -4.979     0.317730     -75143.954
 50  65    -3.171     0.481801     -75139.900
 55  65    -2.821     0.522334     -75135.132
 60  65    -2.850     0.518774     -75134.442
 65  65    -3.589     0.437611     -75133.976
 70  65    -4.356     0.366807     -75138.298
 75  65    -5.285     0.296154     -75138.340
 80  65    -6.773     0.210212     -75137.817
 85  65    -6.358     0.231307     -75136.183
 90  65    -7.467     0.179183     -75138.974
 95  65    -6.806     0.208640     -75140.195
100  65    -6.127     0.243977     -75141.348
105  65    -5.998     0.251309     -75145.399
110  65    -4.365     0.366006     -75145.244
115  65    -2.678     0.539757     -75145.098
120  65    -2.796     0.525301     -75147.735
125  65    -2.804     0.524334     -75149.418
130  65    -3.327     0.464791     -75152.875
135  65    -4.230     0.377544     -75155.834
140  65    -4.797     0.331397     -75156.848
145  65    -5.751     0.266022     -75157.756
150  65    -5.839     0.260650     -74795.510
155  65    -5.971     0.252870     -74793.602
160  65    -6.134     0.243567     -74798.537
165  65    -6.843     0.206889     -75156.885
170  65    -9.656     0.108255     -74795.147
175  65   -12.762     0.052938     -74794.403
180  65   -18.833     0.013083     -74795.265
  0  70   -18.018     0.015783     -75147.476
  5  70   -13.161     0.048300     -75148.298
 10  70   -11.464     0.071382     -75149.701
 15  70    -7.798     0.166042     -75151.960
 20  70    -6.371     0.230599     -75151.271
 25  70    -4.965     0.318792     -75148.985
 30  70    -5.825     0.261522     -75149.704
 35  70    -6.454     0.226239     -75146.010
 40  70    -5.134     0.306639     -75144.551
 45  70    -4.979     0.317730     -75143.954
 50  70    -3.171     0.481801     -75139.900
 55  70    -2.821     0.522334     -75135.132
 60  70    -2.850     0.518774     -75134.442
 65  70    -3.589     0.437611     -75133.976
 70  70    -4.356     0.366807     -75138.298
 75  70    -5.285     0.296154     -75138.340
 80  70    -6.773     0.210212     -75137.817
 85  70    -6.358     0.231307     -75136.183
 90  70    -7.467     0.179183     -75138.974
 95  70    -6.806     0.208640     -75140.195
100  70    -6.127     0.243977     -75141.348
105  70    -5.998     0.251309     -75145.399
110  70    -4.365     0.366006     -75145.244
115  70    -2.678     0.539757     -75145.098
120  70    -2.796     0.525301     -75147.735
125  70    -2.804     0.524334     -75149.418
130  70    -3.327     0.464791     -75152.875
135  70    -4.230     0.377544     -75155.834
140  70    -4.797     0.331397     -75156.848
145  70    -5.751     0.266022     -75157.756
150  70    -5.839     0.260650     -74795.510
155  70    -5.971     0.252870     -74793.602
160  70    -6.134     0.243567     -74798.537
165  70    -6.843     0.206889     -75156.885
170  70    -9.656     0.108255     -74795.147
175  70   -12.762     0.052938     -74794.403
180  70   -18.833     0.013083     -74795.265
  0  75   -18.018     0.015783     -75147.476
  5  75   -13.161     0.048300     -75148.298
 10  75   -11.464     0.071382     -75149.701
 15  75    -7.798     0.166042     -75151.960
 20  75    -6.371     0.230599     -75151.271
 25  75    -4.965     0.318792     -75148.985
 30  75    -5.825     0.261522     -75149.704
 35  75    -6.454     0.226239     -75146.010
 40  75    -5.134     0.306639     -75144.551
 45  75    -4.979     0.317730     -75143.954
 50  75    -3.171     0.481801     -75139.900
 55  75    -2.821     0.522334     -75135.132
 60  75    -2.850     0.518774     -75134.442
 65  75    -3.589     0.437611     -75133.976
 70  75    -4.356     0.366807     -75138.298
 75  75    -5.285     0.296154     -75138.340
 80  75    -6.773     0.210212     -75137.817
 85  75    -6.358     0.231307     -75136.183
 90  75    -7.467     0.179183     -75138.974
 95  75    -6.806     0.208640     -75140.195
100  75    -6.127     0.243977     -75141.348
105  75    -5.998     0.251309     -75145.399
110  75    -4.365     0.366006     -75145.244
115  75    -2.678     0.539757     -75145.098
120  75    -2.796     0.525301     -75147.735
125  75    -2.804     0.524334     -75149.418
130  75    -3.327     0.464791     -75152.875
135  75    -4.230     0.377544     -75155.834
140  75    -4.797     0.331397     -75156.848
145  75    -5.751     0.266022     -75157.756
150  75    -5.839     0.260650     -74795.510
155  75    -5.971     0.252870     -74793.602
160  75    -6.134     0.243567     -74798.537
165  75    -6.843     0.206889     -75156.885
170  75    -9.656     0.108255     -74795.147
175  75   -12.762     0.052938     -74794.403
180  75   -18.833     0.013083     -74795.265
  0  80   -18.018     0.015783     -75147.476
  5  80   -13.161     0.048300     -75148.298
 10  80   -11.464     0.071382     -75149.701
 15  80    -7.798     0.166042     -75151.960
 20  80    -6.371     0.230599     -75151.271
 25  80    -4.965     0.318792     -75148.985
 30  80    -5.825     0.261522     -75149.704
 35  80    -6.454     0.226239     -75146.010
 40  80    -5.134     0.306639     -75144.551
 45  80    -4.979     0.317730     -75143.954
 50  80    -3.171     0.481801     -75139.900
 55  80    -2.821     0.522334     -75135.132
 60  80    -2.850     0.518774     -75134.442
 65  80    -3.589     0.437611     -75133.976
 70  80    -4.356     0.366807     -75138.298
 75  80    -5.285     0.296154     -75138.340
 80  80    -6.773     0.210212     -75137.817
 85  80    -6.358     0.231307     -75136.183
 90  80    -7.467     0.179183     -75138.974
 95  80    -6.806     0.208640     -75140.195
100  80    -6.127     0.243977     -75141.348
105  80    -5.998     0.251309     -75145.399
110  80    -4.365     0.366006     -75145.244
115  80    -2.678     0.539757     -75145.098
120  80    -2.796     0.525301     -75147.735
125  80    -2.804     0.524334     -75149.418
130  80    -3.327     0.464791     -75152.875
135  80    -4.230     0.377544     -75155.834
140  80    -4.797     0.331397     -75156.848
145  80    -5.751     0.266022     -75157.756
150  80    -5.839     0.260650     -74795.510
155  80    -5.971     0.252870     -74793.602
160  80    -6.134     0.243567     -74798.537
165  80    -6.843     0.206889     -75156.885
170  80    -9.656     0.108255     -74795.147
175  80   -12.762     0.052938     -74794.403
180  80   -18.833     0.013083     -74795.265
  0  85   -18.018     0.015783     -75147.476
  5  85   -13.161     0.048300     -75148.298
 10  85   -11.464     0.071382     -75149.701
 15  85    -7.798     0.166042     -75151.960
 20  85    -6.371     0.230599     -75151.271
 25  85    -4.965     0.318792     -75148.985
 30  85    -5.825     0.261522     -75149.704
 35  85    -6.454     0.226239     -75146.010
 40  85    -5.134     0.306639     -75144.551
 45  85    -4.979     0.317730     -75143.954
 50  85    -3.171     0.481801     -75139.900
 55  85    -2.821     0.522334     -75135.132
 60  85    -2.850     0.518774     -75134.442
 65  85    -3.589     0.437611     -75133.976
 70  85    -4.356     0.366807     -75138.298
 75  85    -5.285     0.296154     -75138.340
