n : 1.0
freq : 83.33 MHz
SWR : 9.207
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
 40 330    -7.999     0.158543     -35972.488
 45 330    -7.798     0.166018     -35968.774
 50 330    -7.929     0.161095     -35970.080
 55 330    -7.219     0.189701     -35971.565
 60 330    -6.249     0.237213     -35972.340
 65 330    -5.187     0.302879     -35973.935
 70 330    -4.085     0.390417     -35976.510
 75 330    -2.863     0.517268     -35977.534
 80 330    -1.860     0.651578     -35980.768
 85 330    -0.960     0.801731     -35982.398
 90 330    -0.450     0.901551     -35980.517
 95 330    -0.753     0.840827     -35981.448
100 330    -1.540     0.701408     -35981.823
105 330    -2.692     0.538004     -35982.959
110 330    -3.819     0.415075     -35981.121
115 330    -4.919     0.322147     -35980.022
120 330    -6.201     0.239832     -35980.076
125 330    -7.134     0.193457     -35979.402
130 330    -7.674     0.170860     -35980.304
135 330    -7.785     0.166515     -35981.559
140 330    -7.846     0.164206     -35982.051
145 330    -8.002     0.158417     -35981.297
150 330    -8.710     0.134589     -35623.582
155 330    -9.409     0.114568     -35622.349
160 330   -10.327     0.092744     -35621.459
165 330   -12.422     0.057249     -35982.037
170 330   -14.807     0.033061     -35621.937
175 330   -19.438     0.011380     -35623.109
180 330   -21.170     0.007638     -35623.552
  0 335   -21.303     0.007409     -35970.889
  5 335   -20.729     0.008455     -35971.412
 10 335   -16.627     0.021740     -35972.292
 15 335   -12.722     0.053436     -35972.396
 20 335   -10.741     0.084306     -35972.579
 25 335    -9.687     0.107478     -35973.813
 30 335    -8.551     0.139593     -35969.834
 35 335    -8.275     0.148763     -35969.574
 40 335    -7.999     0.158543     -35972.488
 45 335    -7.798     0.166018     -35968.774
 50 335    -7.929     0.161095     -35970.080
 55 335    -7.219     0.189701     -35971.565
 60 335    -6.249     0.237213     -35972.340
 65 335    -5.187     0.302879     -35973.935
 70 335    -4.085     0.390417     -35976.510
 75 335    -2.863     0.517268     -35977.534
 80 335    -1.860     0.651578     -35980.768
 85 335    -0.960     0.801731     -35982.398
 90 335    -0.450     0.901551     -35980.517
 95 335    -0.753     0.840827     -35981.448
100 335    -1.540     0.701408     -35981.823
105 335    -2.692     0.538004     -35982.959
110 335    -3.819     0.415075     -35981.121
115 335    -4.919     0.322147     -35980.022
120 335    -6.201     0.239832     -35980.076
125 335    -7.134     0.193457     -35979.402
130 335    -7.674     0.170860     -35980.304
135 335    -7.785     0.166515     -35981.559
140 335    -7.846     0.164206     -35982.051
145 335    -8.002     0.158417     -35981.297
150 335    -8.710     0.134589     -35623.582
155 335    -9.409     0.114568     -35622.349
160 335   -10.327     0.092744     -35621.459
165 335   -12.422     0.057249     -35982.037
170 335   -14.807     0.033061     -35621.937
175 335   -19.438     0.011380     -35623.109
180 335   -21.170     0.007638     -35623.552
  0 340   -21.303     0.007409     -35970.889
  5 340   -20.729     0.008455     -35971.412
 10 340   -16.627     0.021740     -35972.292
 15 340   -12.722     0.053436     -35972.396
 20 340   -10.741     0.084306     -35972.579
 25 340    -9.687     0.107478     -35973.813
 30 340    -8.551     0.139593     -35969.834
 35 340    -8.275     0.148763     -35969.574
 40 340    -7.999     0.158543     -35972.488
 45 340    -7.798     0.166018     -35968.774
 50 340    -7.929     0.161095     -35970.080
 55 340    -7.219     0.189701     -35971.565
 60 340    -6.249     0.237213     -35972.340
 65 340    -5.187     0.302879     -35973.935
 70 340    -4.085     0.390417     -35976.510
 75 340    -2.863     0.517268     -35977.534
 80 340    -1.860     0.651578     -35980.768
 85 340    -0.960     0.801731     -35982.398
 90 340    -0.450     0.901551     -35980.517
 95 340    -0.753     0.840827     -35981.448
100 340    -1.540     0.701408     -35981.823
105 340    -2.692     0.538004     -35982.959
110 340    -3.819     0.415075     -35981.121
115 340    -4.919     0.322147     -35980.022
120 340    -6.201     0.239832     -35980.076
125 340    -7.134     0.193457     -35979.402
130 340    -7.674     0.170860     -35980.304
135 340    -7.785     0.166515     -35981.559
140 340    -7.846     0.164206     -35982.051
145 340    -8.002     0.158417     -35981.297
150 340    -8.710     0.134589     -35623.582
155 340    -9.409     0.114568     -35622.349
160 340   -10.327     0.092744     -35621.459
165 340   -12.422     0.057249     -35982.037
170 340   -14.807     0.033061     -35621.937
175 340   -19.438     0.011380     -35623.109
180 340   -21.170     0.007638     -35623.552
  0 345   -21.303     0.007409     -35970.889
  5 345   -20.729     0.008455     -35971.412
 10 345   -16.627     0.021740     -35972.292
 15 345   -12.722     0.053436     -35972.396
 20 345   -10.741     0.084306     -35972.579
 25 345    -9.687     0.107478     -35973.813
 30 345    -8.551     0.139593     -35969.834
 35 345    -8.275     0.148763     -35969.574
 40 345    -7.999     0.158543     -35972.488
 45 345    -7.798     0.166018     -35968.774
 50 345    -7.929     0.161095     -35970.080
 55 345    -7.219     0.189701     -35971.565
 60 345    -6.249     0.237213     -35972.340
 65 345    -5.187     0.302879     -35973.935
 70 345    -4.085     0.390417     -35976.510
 75 345    -2.863     0.517268     -35977.534
 80 345    -1.860     0.651578     -35980.768
 85 345    -0.960     0.801731     -35982.398
 90 345    -0.450     0.901551     -35980.517
 95 345    -0.753     0.840827     -35981.448
100 345    -1.540     0.701408     -35981.823
105 345    -2.692     0.538004     -35982.959
110 345    -3.819     0.415075     -35981.121
115 345    -4.919     0.322147     -35980.022
120 345    -6.201     0.239832     -35980.076
125 345    -7.134     0.193457     -35979.402
130 345    -7.674     0.170860     -35980.304
135 345    -7.785     0.166515     -35981.559
140 345    -7.846     0.164206     -35982.051
145 345    -8.002     0.158417     -35981.297
150 345    -8.710     0.134589     -35623.582
155 345    -9.409     0.114568     -35622.349
160 345   -10.327     0.092744     -35621.459
165 345   -12.422     0.057249     -35982.037
170 345   -14.807     0.033061     -35621.937
175 345   -19.438     0.011380     -35623.109
180 345   -21.170     0.007638     -35623.552
  0 350   -21.303     0.007409     -35970.889
  5 350   -20.729     0.008455     -35971.412
 10 350   -16.627     0.021740     -35972.292
 15 350   -12.722     0.053436     -35972.396
 20 350   -10.741     0.084306     -35972.579
 25 350    -9.687     0.107478     -35973.813
 30 350    -8.551     0.139593     -35969.834
 35 350    -8.275     0.148763     -35969.574
 40 350    -7.999     0.158543     -35972.488
 45 350    -7.798     0.166018     -35968.774
 50 350    -7.929     0.161095     -35970.080
 55 350    -7.219     0.189701     -35971.565
 60 350    -6.249     0.237213     -35972.340
 65 350    -5.187     0.302879     -35973.935
 70 350    -4.085     0.390417     -35976.510
 75 350    -2.863     0.517268     -35977.534
 80 350    -1.860     0.651578     -35980.768
 85 350    -0.960     0.801731     -35982.398
 90 350    -0.450     0.901551     -35980.517
 95 350    -0.753     0.840827     -35981.448
100 350    -1.540     0.701408     -35981.823
105 350    -2.692     0.538004     -35982.959
110 350    -3.819     0.415075     -35981.121
115 350    -4.919     0.322147     -35980.022
120 350    -6.201     0.239832     -35980.076
125 350    -7.134     0.193457     -35979.402
130 350    -7.674     0.170860     -35980.304
135 350    -7.785     0.166515     -35981.559
140 350    -7.846     0.164206     -35982.051
145 350    -8.002     0.158417     -35981.297
150 350    -8.710     0.134589     -35623.582
155 350    -9.409     0.114568     -35622.349
160 350   -10.327     0.092744     -35621.459
165 350   -12.422     0.057249     -35982.037
170 350   -14.807     0.033061     -35621.937
175 350   -19.438     0.011380     -35623.109
180 350   -21.170     0.007638     -35623.552
  0 355   -21.303     0.007409     -35970.889
  5 355   -20.729     0.008455     -35971.412
 10 355   -16.627     0.021740     -35972.292
 15 355   -12.722     0.053436     -35972.396
 20 355   -10.741     0.084306     -35972.579
 25 355    -9.687     0.107478     -35973.813
 30 355    -8.551     0.139593     -35969.834
 35 355    -8.275     0.148763     -35969.574
 40 355    -7.999     0.158543     -35972.488
 45 355    -7.798     0.166018     -35968.774
 50 355    -7.929     0.161095     -35970.080
 55 355    -7.219     0.189701     -35971.565
 60 355    -6.249     0.237213     -35972.340
 65 355    -5.187     0.302879     -35973.935
 70 355    -4.085     0.390417     -35976.510
 75 355    -2.863     0.517268     -35977.534
 80 355    -1.860     0.651578     -35980.768
 85 355    -0.960     0.801731     -35982.398
 90 355    -0.450     0.901551     -35980.517
 95 355    -0.753     0.840827     -35981.448
100 355    -1.540     0.701408     -35981.823
105 355    -2.692     0.538004     -35982.959
110 355    -3.819     0.415075     -35981.121
115 355    -4.919     0.322147     -35980.022
120 355    -6.201     0.239832     -35980.076
125 355    -7.134     0.193457     -35979.402
130 355    -7.674     0.170860     -35980.304
135 355    -7.785     0.166515     -35981.559
140 355    -7.846     0.164206     -35982.051
145 355    -8.002     0.158417     -35981.297
150 355    -8.710     0.134589     -35623.582
155 355    -9.409     0.114568     -35622.349
160 355   -10.327     0.092744     -35621.459
165 355   -12.422     0.057249     -35982.037
170 355   -14.807     0.033061     -35621.937
175 355   -19.438     0.011380     -35623.109
180 355   -21.170     0.007638     -35623.552
freq : 483.33 MHz
SWR : 4.519
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
  0   0   -25.381     0.002897     -37356.334
  5   0   -20.058     0.009867     -37356.493
 10   0   -14.042     0.039423     -37357.214
 15   0   -11.059     0.078369     -37359.045
 20   0    -8.832     0.130858     -37359.341
 25   0    -7.561     0.175335     -37358.887
 30   0    -6.869     0.205621     -37361.571
 35   0    -6.579     0.219840     -37360.626
 40   0    -6.435     0.227266     -37360.013
 45   0    -6.533     0.222160     -37359.389
 50   0    -6.817     0.208119     -37359.625
 55   0    -6.380     0.230133     -37359.337
 60   0    -6.017     0.250211     -37360.945
 65   0    -4.933     0.321127     -37361.643
 70   0    -3.651     0.431465     -37362.058
 75   0    -2.334     0.584270     -37365.331
 80   0    -1.494     0.708867     -37367.182
 85   0    -0.570     0.876930     -37365.889
 90   0     0.003     1.000734     -37366.011
 95   0    -0.531     0.884969     -37364.208
100   0    -1.161     0.765490     -37364.363
105   0    -2.334     0.584194     -37366.219
110   0    -3.343     0.463105     -37366.325
115   0    -4.720     0.337295     -37367.559
120   0    -5.554     0.278336     -37367.234
125   0    -6.359     0.231238     -37365.211
130   0    -6.805     0.208708     -37364.860
135   0    -6.484     0.224724     -37364.143
140   0    -6.484     0.224695     -37364.663
145   0    -6.487     0.224557     -37365.359
150   0    -6.840     0.207020     -37004.951
155   0    -7.583     0.174472     -37004.573
160   0    -8.831     0.130884     -37005.180
165   0   -10.532     0.088473     -37364.093
170   0   -13.648     0.043169     -37005.733
175   0   -19.888     0.010260     -37005.995
180   0   -25.094     0.003094     -37005.530
  0   5   -25.381     0.002897     -37356.334
  5   5   -20.058     0.009867     -37356.493
 10   5   -14.042     0.039423     -37357.214
 15   5   -11.059     0.078369     -37359.045
 20   5    -8.832     0.130858     -37359.341
 25   5    -7.561     0.175335     -37358.887
 30   5    -6.869     0.205621     -37361.571
 35   5    -6.579     0.219840     -37360.626
 40   5    -6.435     0.227266     -37360.013
 45   5    -6.533     0.222160     -37359.389
 50   5    -6.817     0.208119     -37359.625
 55   5    -6.380     0.230133     -37359.337
 60   5    -6.017     0.250211     -37360.945
 65   5    -4.933     0.321127     -37361.643
 70   5    -3.651     0.431465     -37362.058
 75   5    -2.334     0.584270     -37365.331
 80   5    -1.494     0.708867     -37367.182
 85   5    -0.570     0.876930     -37365.889
 90   5     0.003     1.000734     -37366.011
 95   5    -0.531     0.884969     -37364.208
100   5    -1.161     0.765490     -37364.363
105   5    -2.334     0.584194     -37366.219
110   5    -3.343     0.463105     -37366.325
115   5    -4.720     0.337295     -37367.559
120   5    -5.554     0.278336     -37367.234
125   5    -6.359     0.231238     -37365.211
130   5    -6.805     0.208708     -37364.860
135   5    -6.484     0.224724     -37364.143
140   5    -6.484     0.224695     -37364.663
145   5    -6.487     0.224557     -37365.359
150   5    -6.840     0.207020     -37004.951
155   5    -7.583     0.174472     -37004.573
160   5    -8.831     0.130884     -37005.180
165   5   -10.532     0.088473     -37364.093
170   5   -13.648     0.043169     -37005.733
175   5   -19.888     0.010260     -37005.995
180   5   -25.094     0.003094     -37005.530
  0  10   -25.381     0.002897     -37356.334
  5  10   -20.058     0.009867     -37356.493
 10  10   -14.042     0.039423     -37357.214
 15  10   -11.059     0.078369     -37359.045
 20  10    -8.832     0.130858     -37359.341
 25  10    -7.561     0.175335     -37358.887
 30  10    -6.869     0.205621     -37361.571
 35  10    -6.579     0.219840     -37360.626
 40  10    -6.435     0.227266     -37360.013
 45  10    -6.533     0.222160     -37359.389
 50  10    -6.817     0.208119     -37359.625
 55  10    -6.380     0.230133     -37359.337
 60  10    -6.017     0.250211     -37360.945
 65  10    -4.933     0.321127     -37361.643
 70  10    -3.651     0.431465     -37362.058
 75  10    -2.334     0.584270     -37365.331
 80  10    -1.494     0.708867     -37367.182
 85  10    -0.570     0.876930     -37365.889
 90  10     0.003     1.000734     -37366.011
 95  10    -0.531     0.884969     -37364.208
100  10    -1.161     0.765490     -37364.363
105  10    -2.334     0.584194     -37366.219
110  10    -3.343     0.463105     -37366.325
115  10    -4.720     0.337295     -37367.559
120  10    -5.554     0.278336     -37367.234
125  10    -6.359     0.231238     -37365.211
130  10    -6.805     0.208708     -37364.860
135  10    -6.484     0.224724     -37364.143
140  10    -6.484     0.224695     -37364.663
145  10    -6.487     0.224557     -37365.359
150  10    -6.840     0.207020     -37004.951
155  10    -7.583     0.174472     -37004.573
160  10    -8.831     0.130884     -37005.180
165  10   -10.532     0.088473     -37364.093
170  10   -13.648     0.043169     -37005.733
175  10   -19.888     0.010260     -37005.995
180  10   -25.094     0.003094     -37005.530
  0  15   -25.381     0.002897     -37356.334
  5  15   -20.058     0.009867     -37356.493
 10  15   -14.042     0.039423     -37357.214
 15  15   -11.059     0.078369     -37359.045
 20  15    -8.832     0.130858     -37359.341
 25  15    -7.561     0.175335     -37358.887
 30  15    -6.869     0.205621     -37361.571
 35  15    -6.579     0.219840     -37360.626
 40  15    -6.435     0.227266     -37360.013
 45  15    -6.533     0.222160     -37359.389
 50  15    -6.817     0.208119     -37359.625
 55  15    -6.380     0.230133     -37359.337
 60  15    -6.017     0.250211     -37360.945
 65  15    -4.933     0.321127     -37361.643
 70  15    -3.651     0.431465     -37362.058
 75  15    -2.334     0.584270     -37365.331
 80  15    -1.494     0.708867     -37367.182
 85  15    -0.570     0.876930     -37365.889
 90  15     0.003     1.000734     -37366.011
 95  15    -0.531     0.884969     -37364.208
100  15    -1.161     0.765490     -37364.363
105  15    -2.334     0.584194     -37366.219
110  15    -3.343     0.463105     -37366.325
115  15    -4.720     0.337295     -37367.559
120  15    -5.554     0.278336     -37367.234
125  15    -6.359     0.231238     -37365.211
130  15    -6.805     0.208708     -37364.860
135  15    -6.484     0.224724     -37364.143
140  15    -6.484     0.224695     -37364.663
145  15    -6.487     0.224557     -37365.359
150  15    -6.840     0.207020     -37004.951
155  15    -7.583     0.174472     -37004.573
160  15    -8.831     0.130884     -37005.180
165  15   -10.532     0.088473     -37364.093
170  15   -13.648     0.043169     -37005.733
175  15   -19.888     0.010260     -37005.995
180  15   -25.094     0.003094     -37005.530
  0  20   -25.381     0.002897     -37356.334
  5  20   -20.058     0.009867     -37356.493
 10  20   -14.042     0.039423     -37357.214
 15  20   -11.059     0.078369     -37359.045
 20  20    -8.832     0.130858     -37359.341
 25  20    -7.561     0.175335     -37358.887
 30  20    -6.869     0.205621     -37361.571
 35  20    -6.579     0.219840     -37360.626
 40  20    -6.435     0.227266     -37360.013
 45  20    -6.533     0.222160     -37359.389
 50  20    -6.817     0.208119     -37359.625
 55  20    -6.380     0.230133     -37359.337
 60  20    -6.017     0.250211     -37360.945
 65  20    -4.933     0.321127     -37361.643
 70  20    -3.651     0.431465     -37362.058
 75  20    -2.334     0.584270     -37365.331
 80  20    -1.494     0.708867     -37367.182
 85  20    -0.570     0.876930     -37365.889
 90  20     0.003     1.000734     -37366.011
 95  20    -0.531     0.884969     -37364.208
100  20    -1.161     0.765490     -37364.363
105  20    -2.334     0.584194     -37366.219
110  20    -3.343     0.463105     -37366.325
115  20    -4.720     0.337295     -37367.559
120  20    -5.554     0.278336     -37367.234
125  20    -6.359     0.231238     -37365.211
130  20    -6.805     0.208708     -37364.860
135  20    -6.484     0.224724     -37364.143
140  20    -6.484     0.224695     -37364.663
145  20    -6.487     0.224557     -37365.359
150  20    -6.840     0.207020     -37004.951
155  20    -7.583     0.174472     -37004.573
160  20    -8.831     0.130884     -37005.180
165  20   -10.532     0.088473     -37364.093
170  20   -13.648     0.043169     -37005.733
175  20   -19.888     0.010260     -37005.995
180  20   -25.094     0.003094     -37005.530
  0  25   -25.381     0.002897     -37356.334
  5  25   -20.058     0.009867     -37356.493
 10  25   -14.042     0.039423     -37357.214
 15  25   -11.059     0.078369     -37359.045
 20  25    -8.832     0.130858     -37359.341
 25  25    -7.561     0.175335     -37358.887
 30  25    -6.869     0.205621     -37361.571
 35  25    -6.579     0.219840     -37360.626
 40  25    -6.435     0.227266     -37360.013
 45  25    -6.533     0.222160     -37359.389
 50  25    -6.817     0.208119     -37359.625
 55  25    -6.380     0.230133     -37359.337
 60  25    -6.017     0.250211     -37360.945
 65  25    -4.933     0.321127     -37361.643
 70  25    -3.651     0.431465     -37362.058
 75  25    -2.334     0.584270     -37365.331
 80  25    -1.494     0.708867     -37367.182
 85  25    -0.570     0.876930     -37365.889
 90  25     0.003     1.000734     -37366.011
 95  25    -0.531     0.884969     -37364.208
100  25    -1.161     0.765490     -37364.363
105  25    -2.334     0.584194     -37366.219
110  25    -3.343     0.463105     -37366.325
115  25    -4.720     0.337295     -37367.559
120  25    -5.554     0.278336     -37367.234
125  25    -6.359     0.231238     -37365.211
130  25    -6.805     0.208708     -37364.860
135  25    -6.484     0.224724     -37364.143
140  25    -6.484     0.224695     -37364.663
145  25    -6.487     0.224557     -37365.359
150  25    -6.840     0.207020     -37004.951
155  25    -7.583     0.174472     -37004.573
160  25    -8.831     0.130884     -37005.180
165  25   -10.532     0.088473     -37364.093
170  25   -13.648     0.043169     -37005.733
175  25   -19.888     0.010260     -37005.995
180  25   -25.094     0.003094     -37005.530
  0  30   -25.381     0.002897     -37356.334
  5  30   -20.058     0.009867     -37356.493
 10  30   -14.042     0.039423     -37357.214
 15  30   -11.059     0.078369     -37359.045
 20  30    -8.832     0.130858     -37359.341
 25  30    -7.561     0.175335     -37358.887
 30  30    -6.869     0.205621     -37361.571
 35  30    -6.579     0.219840     -37360.626
 40  30    -6.435     0.227266     -37360.013
 45  30    -6.533     0.222160     -37359.389
 50  30    -6.817     0.208119     -37359.625
 55  30    -6.380     0.230133     -37359.337
 60  30    -6.017     0.250211     -37360.945
 65  30    -4.933     0.321127     -37361.643
 70  30    -3.651     0.431465     -37362.058
 75  30    -2.334     0.584270     -37365.331
 80  30    -1.494     0.708867     -37367.182
 85  30    -0.570     0.876930     -37365.889
 90  30     0.003     1.000734     -37366.011
 95  30    -0.531     0.884969     -37364.208
100  30    -1.161     0.765490     -37364.363
105  30    -2.334     0.584194     -37366.219
110  30    -3.343     0.463105     -37366.325
115  30    -4.720     0.337295     -37367.559
120  30    -5.554     0.278336     -37367.234
125  30    -6.359     0.231238     -37365.211
130  30    -6.805     0.208708     -37364.860
135  30    -6.484     0.224724     -37364.143
140  30    -6.484     0.224695     -37364.663
145  30    -6.487     0.224557     -37365.359
150  30    -6.840     0.207020     -37004.951
155  30    -7.583     0.174472     -37004.573
160  30    -8.831     0.130884     -37005.180
165  30   -10.532     0.088473     -37364.093
170  30   -13.648     0.043169     -37005.733
175  30   -19.888     0.010260     -37005.995
180  30   -25.094     0.003094     -37005.530
  0  35   -25.381     0.002897     -37356.334
  5  35   -20.058     0.009867     -37356.493
 10  35   -14.042     0.039423     -37357.214
 15  35   -11.059     0.078369     -37359.045
 20  35    -8.832     0.130858     -37359.341
 25  35    -7.561     0.175335     -37358.887
 30  35    -6.869     0.205621     -37361.571
 35  35    -6.579     0.219840     -37360.626
 40  35    -6.435     0.227266     -37360.013
 45  35    -6.533     0.222160     -37359.389
 50  35    -6.817     0.208119     -37359.625
 55  35    -6.380     0.230133     -37359.337
 60  35    -6.017     0.250211     -37360.945
 65  35    -4.933     0.321127     -37361.643
 70  35    -3.651     0.431465     -37362.058
 75  35    -2.334     0.584270     -37365.331
 80  35    -1.494     0.708867     -37367.182
 85  35    -0.570     0.876930     -37365.889
 90  35     0.003     1.000734     -37366.011
 95  35    -0.531     0.884969     -37364.208
100  35    -1.161     0.765490     -37364.363
105  35    -2.334     0.584194     -37366.219
110  35    -3.343     0.463105     -37366.325
115  35    -4.720     0.337295     -37367.559
120  35    -5.554     0.278336     -37367.234
125  35    -6.359     0.231238     -37365.211
130  35    -6.805     0.208708     -37364.860
135  35    -6.484     0.224724     -37364.143
140  35    -6.484     0.224695     -37364.663
145  35    -6.487     0.224557     -37365.359
150  35    -6.840     0.207020     -37004.951
155  35    -7.583     0.174472     -37004.573
160  35    -8.831     0.130884     -37005.180
165  35   -10.532     0.088473     -37364.093
170  35   -13.648     0.043169     -37005.733
175  35   -19.888     0.010260     -37005.995
180  35   -25.094     0.003094     -37005.530
  0  40   -25.381     0.002897     -37356.334
  5  40   -20.058     0.009867     -37356.493
 10  40   -14.042     0.039423     -37357.214
 15  40   -11.059     0.078369     -37359.045
 20  40    -8.832     0.130858     -37359.341
 25  40    -7.561     0.175335     -37358.887
 30  40    -6.869     0.205621     -37361.571
 35  40    -6.579     0.219840     -37360.626
 40  40    -6.435     0.227266     -37360.013
 45  40    -6.533     0.222160     -37359.389
 50  40    -6.817     0.208119     -37359.625
 55  40    -6.380     0.230133     -37359.337
 60  40    -6.017     0.250211     -37360.945
 65  40    -4.933     0.321127     -37361.643
 70  40    -3.651     0.431465     -37362.058
 75  40    -2.334     0.584270     -37365.331
 80  40    -1.494     0.708867     -37367.182
 85  40    -0.570     0.876930     -37365.889
 90  40     0.003     1.000734     -37366.011
 95  40    -0.531     0.884969     -37364.208
100  40    -1.161     0.765490     -37364.363
105  40    -2.334     0.584194     -37366.219
110  40    -3.343     0.463105     -37366.325
115  40    -4.720     0.337295     -37367.559
120  40    -5.554     0.278336     -37367.234
125  40    -6.359     0.231238     -37365.211
130  40    -6.805     0.208708     -37364.860
135  40    -6.484     0.224724     -37364.143
140  40    -6.484     0.224695     -37364.663
145  40    -6.487     0.224557     -37365.359
150  40    -6.840     0.207020     -37004.951
155  40    -7.583     0.174472     -37004.573
160  40    -8.831     0.130884     -37005.180
165  40   -10.532     0.088473     -37364.093
170  40   -13.648     0.043169     -37005.733
175  40   -19.888     0.010260     -37005.995
180  40   -25.094     0.003094     -37005.530
  0  45   -25.381     0.002897     -37356.334
  5  45   -20.058     0.009867     -37356.493
 10  45   -14.042     0.039423     -37357.214
 15  45   -11.059     0.078369     -37359.045
 20  45    -8.832     0.130858     -37359.341
 25  45    -7.561     0.175335     -37358.887
 30  45    -6.869     0.205621     -37361.571
 35  45    -6.579     0.219840     -37360.626
 40  45    -6.435     0.227266     -37360.013
 45  45    -6.533     0.222160     -37359.389
 50  45    -6.817     0.208119     -37359.625
 55  45    -6.380     0.230133     -37359.337
 60  45    -6.017     0.250211     -37360.945
 65  45    -4.933     0.321127     -37361.643
 70  45    -3.651     0.431465     -37362.058
 75  45    -2.334     0.584270     -37365.331
 80  45    -1.494     0.708867     -37367.182
 85  45    -0.570     0.876930     -37365.889
 90  45     0.003     1.000734     -37366.011
 95  45    -0.531     0.884969     -37364.208
100  45    -1.161     0.765490     -37364.363
105  45    -2.334     0.584194     -37366.219
110  45    -3.343     0.463105     -37366.325
115  45    -4.720     0.337295     -37367.559
120  45    -5.554     0.278336     -37367.234
125  45    -6.359     0.231238     -37365.211
130  45    -6.805     0.208708     -37364.860
135  45    -6.484     0.224724     -37364.143
140  45    -6.484     0.224695     -37364.663
145  45    -6.487     0.224557     -37365.359
150  45    -6.840     0.207020     -37004.951
155  45    -7.583     0.174472     -37004.573
160  45    -8.831     0.130884     -37005.180
165  45   -10.532     0.088473     -37364.093
170  45   -13.648     0.043169     -37005.733
175  45   -19.888     0.010260     -37005.995
180  45   -25.094     0.003094     -37005.530
  0  50   -25.381     0.002897     -37356.334
  5  50   -20.058     0.009867     -37356.493
 10  50   -14.042     0.039423     -37357.214
 15  50   -11.059     0.078369     -37359.045
 20  50    -8.832     0.130858     -37359.341
 25  50    -7.561     0.175335     -37358.887
 30  50    -6.869     0.205621     -37361.571
 35  50    -6.579     0.219840     -37360.626
 40  50    -6.435     0.227266     -37360.013
 45  50    -6.533     0.222160     -37359.389
 50  50    -6.817     0.208119     -37359.625
 55  50    -6.380     0.230133     -37359.337
 60  50    -6.017     0.250211     -37360.945
 65  50    -4.933     0.321127     -37361.643
 70  50    -3.651     0.431465     -37362.058
 75  50    -2.334     0.584270     -37365.331
 80  50    -1.494     0.708867     -37367.182
 85  50    -0.570     0.876930     -37365.889
 90  50     0.003     1.000734     -37366.011
 95  50    -0.531     0.884969     -37364.208
100  50    -1.161     0.765490     -37364.363
105  50    -2.334     0.584194     -37366.219
110  50    -3.343     0.463105     -37366.325
115  50    -4.720     0.337295     -37367.559
120  50    -5.554     0.278336     -37367.234
125  50    -6.359     0.231238     -37365.211
130  50    -6.805     0.208708     -37364.860
135  50    -6.484     0.224724     -37364.143
140  50    -6.484     0.224695     -37364.663
145  50    -6.487     0.224557     -37365.359
150  50    -6.840     0.207020     -37004.951
155  50    -7.583     0.174472     -37004.573
160  50    -8.831     0.130884     -37005.180
165  50   -10.532     0.088473     -37364.093
170  50   -13.648     0.043169     -37005.733
175  50   -19.888     0.010260     -37005.995
180  50   -25.094     0.003094     -37005.530
  0  55   -25.381     0.002897     -37356.334
  5  55   -20.058     0.009867     -37356.493
 10  55   -14.042     0.039423     -37357.214
 15  55   -11.059     0.078369     -37359.045
 20  55    -8.832     0.130858     -37359.341
 25  55    -7.561     0.175335     -37358.887
 30  55    -6.869     0.205621     -37361.571
 35  55    -6.579     0.219840     -37360.626
 40  55    -6.435     0.227266     -37360.013
 45  55    -6.533     0.222160     -37359.389
 50  55    -6.817     0.208119     -37359.625
 55  55    -6.380     0.230133     -37359.337
 60  55    -6.017     0.250211     -37360.945
 65  55    -4.933     0.321127     -37361.643
 70  55    -3.651     0.431465     -37362.058
 75  55    -2.334     0.584270     -37365.331
 80  55    -1.494     0.708867     -37367.182
 85  55    -0.570     0.876930     -37365.889
 90  55     0.003     1.000734     -37366.011
 95  55    -0.531     0.884969     -37364.208
100  55    -1.161     0.765490     -37364.363
105  55    -2.334     0.584194     -37366.219
110  55    -3.343     0.463105     -37366.325
115  55    -4.720     0.337295     -37367.559
120  55    -5.554     0.278336     -37367.234
125  55    -6.359     0.231238     -37365.211
130  55    -6.805     0.208708     -37364.860
135  55    -6.484     0.224724     -37364.143
140  55    -6.484     0.224695     -37364.663
145  55    -6.487     0.224557     -37365.359
150  55    -6.840     0.207020     -37004.951
155  55    -7.583     0.174472     -37004.573
160  55    -8.831     0.130884     -37005.180
165  55   -10.532     0.088473     -37364.093
170  55   -13.648     0.043169     -37005.733
175  55   -19.888     0.010260     -37005.995
180  55   -25.094     0.003094     -37005.530
  0  60   -25.381     0.002897     -37356.334
  5  60   -20.058     0.009867     -37356.493
 10  60   -14.042     0.039423     -37357.214
 15  60   -11.059     0.078369     -37359.045
 20  60    -8.832     0.130858     -37359.341
 25  60    -7.561     0.175335     -37358.887
 30  60    -6.869     0.205621     -37361.571
 35  60    -6.579     0.219840     -37360.626
 40  60    -6.435     0.227266     -37360.013
 45  60    -6.533     0.222160     -37359.389
 50  60    -6.817     0.208119     -37359.625
 55  60    -6.380     0.230133     -37359.337
 60  60    -6.017     0.250211     -37360.945
 65  60    -4.933     0.321127     -37361.643
 70  60    -3.651     0.431465     -37362.058
 75  60    -2.334     0.584270     -37365.331
 80  60    -1.494     0.708867     -37367.182
 85  60    -0.570     0.876930     -37365.889
