n : 1.0
freq : 83.33 MHz
SWR : 24.444
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
180 290   -12.696     0.053753     -15385.844
  0 295   -13.676     0.042892     -15742.004
  5 295    -9.834     0.103899     -15741.008
 10 295    -7.592     0.174085     -15378.922
 15 295    -5.568     0.277485     -15739.221
 20 295    -4.093     0.389659     -15377.341
 25 295    -2.699     0.537177     -15735.103
 30 295    -1.533     0.702662     -15372.730
 35 295    -0.543     0.882402     -15371.203
 40 295     0.459     1.111431     -15370.092
 45 295     1.380     1.373946     -15369.391
 50 295     2.102     1.622566     -15368.660
 55 295     2.542     1.795733     -15368.284
 60 295     2.852     1.928283     -15368.113
 65 295     2.980     1.986034     -15008.256
 70 295     3.117     2.049799     -15368.222
 75 295     3.178     2.078822     -15367.852
 80 295     3.159     2.069471     -15367.874
 85 295     2.996     1.993275     -15368.158
 90 295     2.749     1.883198     -15367.982
 95 295     2.975     1.983687     -15368.085
100 295     3.040     2.013819     -15728.778
105 295     3.202     2.090370     -15730.196
110 295     3.195     2.086915     -15730.407
115 295     2.913     1.955894     -15732.243
120 295     2.854     1.929440     -15734.807
125 295     2.583     1.812442     -15737.049
130 295     2.184     1.653600     -15739.455
135 295     1.455     1.398107     -15741.084
140 295     0.604     1.149209     -15383.942
145 295    -0.303     0.932595     -15384.695
150 295    -1.305     0.740376     -15384.787
155 295    -2.409     0.574221     -15742.429
160 295    -3.853     0.411773     -15741.827
165 295    -5.230     0.299932     -15743.895
170 295    -7.006     0.199269     -15743.405
175 295    -9.351     0.116123     -15383.617
180 295   -12.696     0.053753     -15385.844
  0 300   -13.676     0.042892     -15742.004
  5 300    -9.834     0.103899     -15741.008
 10 300    -7.592     0.174085     -15378.922
 15 300    -5.568     0.277485     -15739.221
 20 300    -4.093     0.389659     -15377.341
 25 300    -2.699     0.537177     -15735.103
 30 300    -1.533     0.702662     -15372.730
 35 300    -0.543     0.882402     -15371.203
 40 300     0.459     1.111431     -15370.092
 45 300     1.380     1.373946     -15369.391
 50 300     2.102     1.622566     -15368.660
 55 300     2.542     1.795733     -15368.284
 60 300     2.852     1.928283     -15368.113
 65 300     2.980     1.986034     -15008.256
 70 300     3.117     2.049799     -15368.222
 75 300     3.178     2.078822     -15367.852
 80 300     3.159     2.069471     -15367.874
 85 300     2.996     1.993275     -15368.158
 90 300     2.749     1.883198     -15367.982
 95 300     2.975     1.983687     -15368.085
100 300     3.040     2.013819     -15728.778
105 300     3.202     2.090370     -15730.196
110 300     3.195     2.086915     -15730.407
115 300     2.913     1.955894     -15732.243
120 300     2.854     1.929440     -15734.807
125 300     2.583     1.812442     -15737.049
130 300     2.184     1.653600     -15739.455
135 300     1.455     1.398107     -15741.084
140 300     0.604     1.149209     -15383.942
145 300    -0.303     0.932595     -15384.695
150 300    -1.305     0.740376     -15384.787
155 300    -2.409     0.574221     -15742.429
160 300    -3.853     0.411773     -15741.827
165 300    -5.230     0.299932     -15743.895
170 300    -7.006     0.199269     -15743.405
175 300    -9.351     0.116123     -15383.617
180 300   -12.696     0.053753     -15385.844
  0 305   -13.676     0.042892     -15742.004
  5 305    -9.834     0.103899     -15741.008
 10 305    -7.592     0.174085     -15378.922
 15 305    -5.568     0.277485     -15739.221
 20 305    -4.093     0.389659     -15377.341
 25 305    -2.699     0.537177     -15735.103
 30 305    -1.533     0.702662     -15372.730
 35 305    -0.543     0.882402     -15371.203
 40 305     0.459     1.111431     -15370.092
 45 305     1.380     1.373946     -15369.391
 50 305     2.102     1.622566     -15368.660
 55 305     2.542     1.795733     -15368.284
 60 305     2.852     1.928283     -15368.113
 65 305     2.980     1.986034     -15008.256
 70 305     3.117     2.049799     -15368.222
 75 305     3.178     2.078822     -15367.852
 80 305     3.159     2.069471     -15367.874
 85 305     2.996     1.993275     -15368.158
 90 305     2.749     1.883198     -15367.982
 95 305     2.975     1.983687     -15368.085
100 305     3.040     2.013819     -15728.778
105 305     3.202     2.090370     -15730.196
110 305     3.195     2.086915     -15730.407
115 305     2.913     1.955894     -15732.243
120 305     2.854     1.929440     -15734.807
125 305     2.583     1.812442     -15737.049
130 305     2.184     1.653600     -15739.455
135 305     1.455     1.398107     -15741.084
140 305     0.604     1.149209     -15383.942
145 305    -0.303     0.932595     -15384.695
150 305    -1.305     0.740376     -15384.787
155 305    -2.409     0.574221     -15742.429
160 305    -3.853     0.411773     -15741.827
165 305    -5.230     0.299932     -15743.895
170 305    -7.006     0.199269     -15743.405
175 305    -9.351     0.116123     -15383.617
180 305   -12.696     0.053753     -15385.844
  0 310   -13.676     0.042892     -15742.004
  5 310    -9.834     0.103899     -15741.008
 10 310    -7.592     0.174085     -15378.922
 15 310    -5.568     0.277485     -15739.221
 20 310    -4.093     0.389659     -15377.341
 25 310    -2.699     0.537177     -15735.103
 30 310    -1.533     0.702662     -15372.730
 35 310    -0.543     0.882402     -15371.203
 40 310     0.459     1.111431     -15370.092
 45 310     1.380     1.373946     -15369.391
 50 310     2.102     1.622566     -15368.660
 55 310     2.542     1.795733     -15368.284
 60 310     2.852     1.928283     -15368.113
 65 310     2.980     1.986034     -15008.256
 70 310     3.117     2.049799     -15368.222
 75 310     3.178     2.078822     -15367.852
 80 310     3.159     2.069471     -15367.874
 85 310     2.996     1.993275     -15368.158
 90 310     2.749     1.883198     -15367.982
 95 310     2.975     1.983687     -15368.085
100 310     3.040     2.013819     -15728.778
105 310     3.202     2.090370     -15730.196
110 310     3.195     2.086915     -15730.407
115 310     2.913     1.955894     -15732.243
120 310     2.854     1.929440     -15734.807
125 310     2.583     1.812442     -15737.049
130 310     2.184     1.653600     -15739.455
135 310     1.455     1.398107     -15741.084
140 310     0.604     1.149209     -15383.942
145 310    -0.303     0.932595     -15384.695
150 310    -1.305     0.740376     -15384.787
155 310    -2.409     0.574221     -15742.429
160 310    -3.853     0.411773     -15741.827
165 310    -5.230     0.299932     -15743.895
170 310    -7.006     0.199269     -15743.405
175 310    -9.351     0.116123     -15383.617
180 310   -12.696     0.053753     -15385.844
  0 315   -13.676     0.042892     -15742.004
  5 315    -9.834     0.103899     -15741.008
 10 315    -7.592     0.174085     -15378.922
 15 315    -5.568     0.277485     -15739.221
 20 315    -4.093     0.389659     -15377.341
 25 315    -2.699     0.537177     -15735.103
 30 315    -1.533     0.702662     -15372.730
 35 315    -0.543     0.882402     -15371.203
 40 315     0.459     1.111431     -15370.092
 45 315     1.380     1.373946     -15369.391
 50 315     2.102     1.622566     -15368.660
 55 315     2.542     1.795733     -15368.284
 60 315     2.852     1.928283     -15368.113
 65 315     2.980     1.986034     -15008.256
 70 315     3.117     2.049799     -15368.222
 75 315     3.178     2.078822     -15367.852
 80 315     3.159     2.069471     -15367.874
 85 315     2.996     1.993275     -15368.158
 90 315     2.749     1.883198     -15367.982
 95 315     2.975     1.983687     -15368.085
100 315     3.040     2.013819     -15728.778
105 315     3.202     2.090370     -15730.196
110 315     3.195     2.086915     -15730.407
115 315     2.913     1.955894     -15732.243
120 315     2.854     1.929440     -15734.807
125 315     2.583     1.812442     -15737.049
130 315     2.184     1.653600     -15739.455
135 315     1.455     1.398107     -15741.084
140 315     0.604     1.149209     -15383.942
145 315    -0.303     0.932595     -15384.695
150 315    -1.305     0.740376     -15384.787
155 315    -2.409     0.574221     -15742.429
160 315    -3.853     0.411773     -15741.827
165 315    -5.230     0.299932     -15743.895
170 315    -7.006     0.199269     -15743.405
175 315    -9.351     0.116123     -15383.617
180 315   -12.696     0.053753     -15385.844
  0 320   -13.676     0.042892     -15742.004
  5 320    -9.834     0.103899     -15741.008
 10 320    -7.592     0.174085     -15378.922
 15 320    -5.568     0.277485     -15739.221
 20 320    -4.093     0.389659     -15377.341
 25 320    -2.699     0.537177     -15735.103
 30 320    -1.533     0.702662     -15372.730
 35 320    -0.543     0.882402     -15371.203
 40 320     0.459     1.111431     -15370.092
 45 320     1.380     1.373946     -15369.391
 50 320     2.102     1.622566     -15368.660
 55 320     2.542     1.795733     -15368.284
 60 320     2.852     1.928283     -15368.113
 65 320     2.980     1.986034     -15008.256
 70 320     3.117     2.049799     -15368.222
 75 320     3.178     2.078822     -15367.852
 80 320     3.159     2.069471     -15367.874
 85 320     2.996     1.993275     -15368.158
 90 320     2.749     1.883198     -15367.982
 95 320     2.975     1.983687     -15368.085
100 320     3.040     2.013819     -15728.778
105 320     3.202     2.090370     -15730.196
110 320     3.195     2.086915     -15730.407
115 320     2.913     1.955894     -15732.243
120 320     2.854     1.929440     -15734.807
125 320     2.583     1.812442     -15737.049
130 320     2.184     1.653600     -15739.455
135 320     1.455     1.398107     -15741.084
140 320     0.604     1.149209     -15383.942
145 320    -0.303     0.932595     -15384.695
150 320    -1.305     0.740376     -15384.787
155 320    -2.409     0.574221     -15742.429
160 320    -3.853     0.411773     -15741.827
165 320    -5.230     0.299932     -15743.895
170 320    -7.006     0.199269     -15743.405
175 320    -9.351     0.116123     -15383.617
180 320   -12.696     0.053753     -15385.844
  0 325   -13.676     0.042892     -15742.004
  5 325    -9.834     0.103899     -15741.008
 10 325    -7.592     0.174085     -15378.922
 15 325    -5.568     0.277485     -15739.221
 20 325    -4.093     0.389659     -15377.341
 25 325    -2.699     0.537177     -15735.103
 30 325    -1.533     0.702662     -15372.730
 35 325    -0.543     0.882402     -15371.203
 40 325     0.459     1.111431     -15370.092
 45 325     1.380     1.373946     -15369.391
 50 325     2.102     1.622566     -15368.660
 55 325     2.542     1.795733     -15368.284
 60 325     2.852     1.928283     -15368.113
 65 325     2.980     1.986034     -15008.256
 70 325     3.117     2.049799     -15368.222
 75 325     3.178     2.078822     -15367.852
 80 325     3.159     2.069471     -15367.874
 85 325     2.996     1.993275     -15368.158
 90 325     2.749     1.883198     -15367.982
 95 325     2.975     1.983687     -15368.085
100 325     3.040     2.013819     -15728.778
105 325     3.202     2.090370     -15730.196
110 325     3.195     2.086915     -15730.407
115 325     2.913     1.955894     -15732.243
120 325     2.854     1.929440     -15734.807
125 325     2.583     1.812442     -15737.049
130 325     2.184     1.653600     -15739.455
135 325     1.455     1.398107     -15741.084
140 325     0.604     1.149209     -15383.942
145 325    -0.303     0.932595     -15384.695
150 325    -1.305     0.740376     -15384.787
155 325    -2.409     0.574221     -15742.429
160 325    -3.853     0.411773     -15741.827
165 325    -5.230     0.299932     -15743.895
170 325    -7.006     0.199269     -15743.405
175 325    -9.351     0.116123     -15383.617
180 325   -12.696     0.053753     -15385.844
  0 330   -13.676     0.042892     -15742.004
  5 330    -9.834     0.103899     -15741.008
 10 330    -7.592     0.174085     -15378.922
 15 330    -5.568     0.277485     -15739.221
 20 330    -4.093     0.389659     -15377.341
 25 330    -2.699     0.537177     -15735.103
 30 330    -1.533     0.702662     -15372.730
 35 330    -0.543     0.882402     -15371.203
 40 330     0.459     1.111431     -15370.092
 45 330     1.380     1.373946     -15369.391
 50 330     2.102     1.622566     -15368.660
 55 330     2.542     1.795733     -15368.284
 60 330     2.852     1.928283     -15368.113
 65 330     2.980     1.986034     -15008.256
 70 330     3.117     2.049799     -15368.222
 75 330     3.178     2.078822     -15367.852
 80 330     3.159     2.069471     -15367.874
 85 330     2.996     1.993275     -15368.158
 90 330     2.749     1.883198     -15367.982
 95 330     2.975     1.983687     -15368.085
100 330     3.040     2.013819     -15728.778
