n : 1.0
freq : 83.33 MHz
SWR : 7.037
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
100 140    -3.269     0.471062     -42841.323
105 140    -3.147     0.484527     -42840.901
110 140    -3.383     0.458889     -42841.536
115 140    -3.532     0.443443     -42842.719
120 140    -4.400     0.363043     -42842.561
125 140    -5.414     0.287447     -42838.719
130 140    -5.860     0.259399     -42838.092
135 140    -6.735     0.212060     -42835.741
140 140    -7.471     0.179019     -42836.257
145 140    -9.163     0.121252     -42839.241
150 140   -10.360     0.092045     -42832.931
155 140   -13.356     0.046174     -42832.218
160 140   -15.947     0.025428     -42832.983
165 140   -17.752     0.016781     -42834.324
170 140   -22.086     0.006187     -42832.469
175 140   -30.052     0.000988     -42837.143
180 140   -27.815     0.001654     -42838.800
  0 145   -30.017     0.000996     -42850.905
  5 145   -31.446     0.000717     -42851.546
 10 145   -24.665     0.003416     -42851.695
 15 145   -18.670     0.013584     -42851.023
 20 145   -15.938     0.025479     -42849.661
 25 145   -13.415     0.045548     -42851.326
 30 145   -11.517     0.070521     -42851.147
 35 145    -9.781     0.105181     -42850.382
 40 145    -7.882     0.162858     -42853.015
 45 145    -6.312     0.233791     -42851.329
 50 145    -5.848     0.260164     -42852.131
 55 145    -5.049     0.312650     -42849.396
 60 145    -4.463     0.357831     -42847.587
 65 145    -4.073     0.391497     -42844.950
 70 145    -3.715     0.425087     -42842.940
 75 145    -3.021     0.498790     -42843.866
 80 145    -3.277     0.470173     -42845.368
 85 145    -2.989     0.502421     -42842.644
 90 145    -2.805     0.524201     -42843.766
 95 145    -3.323     0.465220     -42841.420
100 145    -3.269     0.471062     -42841.323
105 145    -3.147     0.484527     -42840.901
110 145    -3.383     0.458889     -42841.536
115 145    -3.532     0.443443     -42842.719
120 145    -4.400     0.363043     -42842.561
125 145    -5.414     0.287447     -42838.719
130 145    -5.860     0.259399     -42838.092
135 145    -6.735     0.212060     -42835.741
140 145    -7.471     0.179019     -42836.257
145 145    -9.163     0.121252     -42839.241
150 145   -10.360     0.092045     -42832.931
155 145   -13.356     0.046174     -42832.218
160 145   -15.947     0.025428     -42832.983
165 145   -17.752     0.016781     -42834.324
170 145   -22.086     0.006187     -42832.469
175 145   -30.052     0.000988     -42837.143
180 145   -27.815     0.001654     -42838.800
  0 150   -30.017     0.000996     -42850.905
  5 150   -31.446     0.000717     -42851.546
 10 150   -24.665     0.003416     -42851.695
 15 150   -18.670     0.013584     -42851.023
 20 150   -15.938     0.025479     -42849.661
 25 150   -13.415     0.045548     -42851.326
 30 150   -11.517     0.070521     -42851.147
 35 150    -9.781     0.105181     -42850.382
 40 150    -7.882     0.162858     -42853.015
 45 150    -6.312     0.233791     -42851.329
 50 150    -5.848     0.260164     -42852.131
 55 150    -5.049     0.312650     -42849.396
 60 150    -4.463     0.357831     -42847.587
 65 150    -4.073     0.391497     -42844.950
 70 150    -3.715     0.425087     -42842.940
 75 150    -3.021     0.498790     -42843.866
 80 150    -3.277     0.470173     -42845.368
 85 150    -2.989     0.502421     -42842.644
 90 150    -2.805     0.524201     -42843.766
 95 150    -3.323     0.465220     -42841.420
100 150    -3.269     0.471062     -42841.323
105 150    -3.147     0.484527     -42840.901
110 150    -3.383     0.458889     -42841.536
115 150    -3.532     0.443443     -42842.719
120 150    -4.400     0.363043     -42842.561
125 150    -5.414     0.287447     -42838.719
130 150    -5.860     0.259399     -42838.092
135 150    -6.735     0.212060     -42835.741
140 150    -7.471     0.179019     -42836.257
145 150    -9.163     0.121252     -42839.241
150 150   -10.360     0.092045     -42832.931
155 150   -13.356     0.046174     -42832.218
160 150   -15.947     0.025428     -42832.983
165 150   -17.752     0.016781     -42834.324
170 150   -22.086     0.006187     -42832.469
175 150   -30.052     0.000988     -42837.143
180 150   -27.815     0.001654     -42838.800
  0 155   -30.017     0.000996     -42850.905
  5 155   -31.446     0.000717     -42851.546
 10 155   -24.665     0.003416     -42851.695
 15 155   -18.670     0.013584     -42851.023
 20 155   -15.938     0.025479     -42849.661
 25 155   -13.415     0.045548     -42851.326
 30 155   -11.517     0.070521     -42851.147
 35 155    -9.781     0.105181     -42850.382
 40 155    -7.882     0.162858     -42853.015
 45 155    -6.312     0.233791     -42851.329
 50 155    -5.848     0.260164     -42852.131
 55 155    -5.049     0.312650     -42849.396
 60 155    -4.463     0.357831     -42847.587
 65 155    -4.073     0.391497     -42844.950
 70 155    -3.715     0.425087     -42842.940
 75 155    -3.021     0.498790     -42843.866
 80 155    -3.277     0.470173     -42845.368
 85 155    -2.989     0.502421     -42842.644
 90 155    -2.805     0.524201     -42843.766
 95 155    -3.323     0.465220     -42841.420
100 155    -3.269     0.471062     -42841.323
105 155    -3.147     0.484527     -42840.901
110 155    -3.383     0.458889     -42841.536
115 155    -3.532     0.443443     -42842.719
120 155    -4.400     0.363043     -42842.561
125 155    -5.414     0.287447     -42838.719
130 155    -5.860     0.259399     -42838.092
135 155    -6.735     0.212060     -42835.741
140 155    -7.471     0.179019     -42836.257
145 155    -9.163     0.121252     -42839.241
150 155   -10.360     0.092045     -42832.931
155 155   -13.356     0.046174     -42832.218
160 155   -15.947     0.025428     -42832.983
165 155   -17.752     0.016781     -42834.324
170 155   -22.086     0.006187     -42832.469
175 155   -30.052     0.000988     -42837.143
180 155   -27.815     0.001654     -42838.800
  0 160   -30.017     0.000996     -42850.905
  5 160   -31.446     0.000717     -42851.546
 10 160   -24.665     0.003416     -42851.695
 15 160   -18.670     0.013584     -42851.023
 20 160   -15.938     0.025479     -42849.661
 25 160   -13.415     0.045548     -42851.326
 30 160   -11.517     0.070521     -42851.147
 35 160    -9.781     0.105181     -42850.382
 40 160    -7.882     0.162858     -42853.015
 45 160    -6.312     0.233791     -42851.329
 50 160    -5.848     0.260164     -42852.131
 55 160    -5.049     0.312650     -42849.396
 60 160    -4.463     0.357831     -42847.587
 65 160    -4.073     0.391497     -42844.950
 70 160    -3.715     0.425087     -42842.940
 75 160    -3.021     0.498790     -42843.866
 80 160    -3.277     0.470173     -42845.368
 85 160    -2.989     0.502421     -42842.644
 90 160    -2.805     0.524201     -42843.766
 95 160    -3.323     0.465220     -42841.420
100 160    -3.269     0.471062     -42841.323
105 160    -3.147     0.484527     -42840.901
110 160    -3.383     0.458889     -42841.536
115 160    -3.532     0.443443     -42842.719
120 160    -4.400     0.363043     -42842.561
125 160    -5.414     0.287447     -42838.719
130 160    -5.860     0.259399     -42838.092
135 160    -6.735     0.212060     -42835.741
140 160    -7.471     0.179019     -42836.257
145 160    -9.163     0.121252     -42839.241
150 160   -10.360     0.092045     -42832.931
155 160   -13.356     0.046174     -42832.218
160 160   -15.947     0.025428     -42832.983
165 160   -17.752     0.016781     -42834.324
170 160   -22.086     0.006187     -42832.469
175 160   -30.052     0.000988     -42837.143
180 160   -27.815     0.001654     -42838.800
  0 165   -30.017     0.000996     -42850.905
  5 165   -31.446     0.000717     -42851.546
 10 165   -24.665     0.003416     -42851.695
 15 165   -18.670     0.013584     -42851.023
 20 165   -15.938     0.025479     -42849.661
 25 165   -13.415     0.045548     -42851.326
 30 165   -11.517     0.070521     -42851.147
 35 165    -9.781     0.105181     -42850.382
 40 165    -7.882     0.162858     -42853.015
 45 165    -6.312     0.233791     -42851.329
 50 165    -5.848     0.260164     -42852.131
 55 165    -5.049     0.312650     -42849.396
 60 165    -4.463     0.357831     -42847.587
 65 165    -4.073     0.391497     -42844.950
 70 165    -3.715     0.425087     -42842.940
 75 165    -3.021     0.498790     -42843.866
 80 165    -3.277     0.470173     -42845.368
 85 165    -2.989     0.502421     -42842.644
 90 165    -2.805     0.524201     -42843.766
 95 165    -3.323     0.465220     -42841.420
100 165    -3.269     0.471062     -42841.323
105 165    -3.147     0.484527     -42840.901
110 165    -3.383     0.458889     -42841.536
115 165    -3.532     0.443443     -42842.719
120 165    -4.400     0.363043     -42842.561
125 165    -5.414     0.287447     -42838.719
130 165    -5.860     0.259399     -42838.092
135 165    -6.735     0.212060     -42835.741
140 165    -7.471     0.179019     -42836.257
145 165    -9.163     0.121252     -42839.241
150 165   -10.360     0.092045     -42832.931
155 165   -13.356     0.046174     -42832.218
160 165   -15.947     0.025428     -42832.983
165 165   -17.752     0.016781     -42834.324
170 165   -22.086     0.006187     -42832.469
175 165   -30.052     0.000988     -42837.143
180 165   -27.815     0.001654     -42838.800
  0 170   -30.017     0.000996     -42850.905
  5 170   -31.446     0.000717     -42851.546
 10 170   -24.665     0.003416     -42851.695
 15 170   -18.670     0.013584     -42851.023
 20 170   -15.938     0.025479     -42849.661
 25 170   -13.415     0.045548     -42851.326
 30 170   -11.517     0.070521     -42851.147
 35 170    -9.781     0.105181     -42850.382
 40 170    -7.882     0.162858     -42853.015
 45 170    -6.312     0.233791     -42851.329
 50 170    -5.848     0.260164     -42852.131
 55 170    -5.049     0.312650     -42849.396
 60 170    -4.463     0.357831     -42847.587
 65 170    -4.073     0.391497     -42844.950
 70 170    -3.715     0.425087     -42842.940
 75 170    -3.021     0.498790     -42843.866
 80 170    -3.277     0.470173     -42845.368
 85 170    -2.989     0.502421     -42842.644
 90 170    -2.805     0.524201     -42843.766
 95 170    -3.323     0.465220     -42841.420
100 170    -3.269     0.471062     -42841.323
105 170    -3.147     0.484527     -42840.901
110 170    -3.383     0.458889     -42841.536
115 170    -3.532     0.443443     -42842.719
120 170    -4.400     0.363043     -42842.561
125 170    -5.414     0.287447     -42838.719
130 170    -5.860     0.259399     -42838.092
135 170    -6.735     0.212060     -42835.741
140 170    -7.471     0.179019     -42836.257
145 170    -9.163     0.121252     -42839.241
150 170   -10.360     0.092045     -42832.931
155 170   -13.356     0.046174     -42832.218
160 170   -15.947     0.025428     -42832.983
165 170   -17.752     0.016781     -42834.324
170 170   -22.086     0.006187     -42832.469
175 170   -30.052     0.000988     -42837.143
180 170   -27.815     0.001654     -42838.800
  0 175   -30.017     0.000996     -42850.905
  5 175   -31.446     0.000717     -42851.546
 10 175   -24.665     0.003416     -42851.695
 15 175   -18.670     0.013584     -42851.023
 20 175   -15.938     0.025479     -42849.661
 25 175   -13.415     0.045548     -42851.326
 30 175   -11.517     0.070521     -42851.147
 35 175    -9.781     0.105181     -42850.382
 40 175    -7.882     0.162858     -42853.015
 45 175    -6.312     0.233791     -42851.329
 50 175    -5.848     0.260164     -42852.131
 55 175    -5.049     0.312650     -42849.396
 60 175    -4.463     0.357831     -42847.587
 65 175    -4.073     0.391497     -42844.950
 70 175    -3.715     0.425087     -42842.940
 75 175    -3.021     0.498790     -42843.866
 80 175    -3.277     0.470173     -42845.368
 85 175    -2.989     0.502421     -42842.644
 90 175    -2.805     0.524201     -42843.766
 95 175    -3.323     0.465220     -42841.420
100 175    -3.269     0.471062     -42841.323
105 175    -3.147     0.484527     -42840.901
110 175    -3.383     0.458889     -42841.536
115 175    -3.532     0.443443     -42842.719
120 175    -4.400     0.363043     -42842.561
125 175    -5.414     0.287447     -42838.719
130 175    -5.860     0.259399     -42838.092
135 175    -6.735     0.212060     -42835.741
140 175    -7.471     0.179019     -42836.257
145 175    -9.163     0.121252     -42839.241
150 175   -10.360     0.092045     -42832.931
155 175   -13.356     0.046174     -42832.218
160 175   -15.947     0.025428     -42832.983
165 175   -17.752     0.016781     -42834.324
170 175   -22.086     0.006187     -42832.469
175 175   -30.052     0.000988     -42837.143
180 175   -27.815     0.001654     -42838.800
  0 180   -30.017     0.000996     -42850.905
  5 180   -31.446     0.000717     -42851.546
 10 180   -24.665     0.003416     -42851.695
 15 180   -18.670     0.013584     -42851.023
 20 180   -15.938     0.025479     -42849.661
 25 180   -13.415     0.045548     -42851.326
 30 180   -11.517     0.070521     -42851.147
 35 180    -9.781     0.105181     -42850.382
 40 180    -7.882     0.162858     -42853.015
 45 180    -6.312     0.233791     -42851.329
 50 180    -5.848     0.260164     -42852.131
 55 180    -5.049     0.312650     -42849.396
 60 180    -4.463     0.357831     -42847.587
 65 180    -4.073     0.391497     -42844.950
 70 180    -3.715     0.425087     -42842.940
 75 180    -3.021     0.498790     -42843.866
 80 180    -3.277     0.470173     -42845.368
 85 180    -2.989     0.502421     -42842.644
 90 180    -2.805     0.524201     -42843.766
 95 180    -3.323     0.465220     -42841.420
100 180    -3.269     0.471062     -42841.323
105 180    -3.147     0.484527     -42840.901
110 180    -3.383     0.458889     -42841.536
115 180    -3.532     0.443443     -42842.719
120 180    -4.400     0.363043     -42842.561
125 180    -5.414     0.287447     -42838.719
130 180    -5.860     0.259399     -42838.092
135 180    -6.735     0.212060     -42835.741
140 180    -7.471     0.179019     -42836.257
145 180    -9.163     0.121252     -42839.241
150 180   -10.360     0.092045     -42832.931
155 180   -13.356     0.046174     -42832.218
160 180   -15.947     0.025428     -42832.983
165 180   -17.752     0.016781     -42834.324
170 180   -22.086     0.006187     -42832.469
175 180   -30.052     0.000988     -42837.143
180 180   -27.815     0.001654     -42838.800
  0 185   -30.017     0.000996     -42850.905
  5 185   -31.446     0.000717     -42851.546
 10 185   -24.665     0.003416     -42851.695
 15 185   -18.670     0.013584     -42851.023
 20 185   -15.938     0.025479     -42849.661
 25 185   -13.415     0.045548     -42851.326
 30 185   -11.517     0.070521     -42851.147
 35 185    -9.781     0.105181     -42850.382
 40 185    -7.882     0.162858     -42853.015
 45 185    -6.312     0.233791     -42851.329
 50 185    -5.848     0.260164     -42852.131
 55 185    -5.049     0.312650     -42849.396
 60 185    -4.463     0.357831     -42847.587
 65 185    -4.073     0.391497     -42844.950
 70 185    -3.715     0.425087     -42842.940
 75 185    -3.021     0.498790     -42843.866
 80 185    -3.277     0.470173     -42845.368
 85 185    -2.989     0.502421     -42842.644
 90 185    -2.805     0.524201     -42843.766
 95 185    -3.323     0.465220     -42841.420
100 185    -3.269     0.471062     -42841.323
105 185    -3.147     0.484527     -42840.901
110 185    -3.383     0.458889     -42841.536
115 185    -3.532     0.443443     -42842.719
120 185    -4.400     0.363043     -42842.561
125 185    -5.414     0.287447     -42838.719
130 185    -5.860     0.259399     -42838.092
135 185    -6.735     0.212060     -42835.741
140 185    -7.471     0.179019     -42836.257
145 185    -9.163     0.121252     -42839.241
150 185   -10.360     0.092045     -42832.931
155 185   -13.356     0.046174     -42832.218
160 185   -15.947     0.025428     -42832.983
165 185   -17.752     0.016781     -42834.324
170 185   -22.086     0.006187     -42832.469
175 185   -30.052     0.000988     -42837.143
180 185   -27.815     0.001654     -42838.800
  0 190   -30.017     0.000996     -42850.905
  5 190   -31.446     0.000717     -42851.546
 10 190   -24.665     0.003416     -42851.695
 15 190   -18.670     0.013584     -42851.023
 20 190   -15.938     0.025479     -42849.661
 25 190   -13.415     0.045548     -42851.326
 30 190   -11.517     0.070521     -42851.147
 35 190    -9.781     0.105181     -42850.382
 40 190    -7.882     0.162858     -42853.015
 45 190    -6.312     0.233791     -42851.329
 50 190    -5.848     0.260164     -42852.131
 55 190    -5.049     0.312650     -42849.396
 60 190    -4.463     0.357831     -42847.587
 65 190    -4.073     0.391497     -42844.950
 70 190    -3.715     0.425087     -42842.940
 75 190    -3.021     0.498790     -42843.866
 80 190    -3.277     0.470173     -42845.368
 85 190    -2.989     0.502421     -42842.644
 90 190    -2.805     0.524201     -42843.766
 95 190    -3.323     0.465220     -42841.420
100 190    -3.269     0.471062     -42841.323
105 190    -3.147     0.484527     -42840.901
110 190    -3.383     0.458889     -42841.536
115 190    -3.532     0.443443     -42842.719
120 190    -4.400     0.363043     -42842.561
125 190    -5.414     0.287447     -42838.719
130 190    -5.860     0.259399     -42838.092
135 190    -6.735     0.212060     -42835.741
140 190    -7.471     0.179019     -42836.257
145 190    -9.163     0.121252     -42839.241
150 190   -10.360     0.092045     -42832.931
155 190   -13.356     0.046174     -42832.218
160 190   -15.947     0.025428     -42832.983
165 190   -17.752     0.016781     -42834.324
170 190   -22.086     0.006187     -42832.469
175 190   -30.052     0.000988     -42837.143
180 190   -27.815     0.001654     -42838.800
  0 195   -30.017     0.000996     -42850.905
  5 195   -31.446     0.000717     -42851.546
 10 195   -24.665     0.003416     -42851.695
 15 195   -18.670     0.013584     -42851.023
 20 195   -15.938     0.025479     -42849.661
 25 195   -13.415     0.045548     -42851.326
 30 195   -11.517     0.070521     -42851.147
 35 195    -9.781     0.105181     -42850.382
 40 195    -7.882     0.162858     -42853.015
 45 195    -6.312     0.233791     -42851.329
 50 195    -5.848     0.260164     -42852.131
 55 195    -5.049     0.312650     -42849.396
 60 195    -4.463     0.357831     -42847.587
 65 195    -4.073     0.391497     -42844.950
 70 195    -3.715     0.425087     -42842.940
 75 195    -3.021     0.498790     -42843.866
 80 195    -3.277     0.470173     -42845.368
 85 195    -2.989     0.502421     -42842.644
 90 195    -2.805     0.524201     -42843.766
 95 195    -3.323     0.465220     -42841.420
100 195    -3.269     0.471062     -42841.323
105 195    -3.147     0.484527     -42840.901
110 195    -3.383     0.458889     -42841.536
115 195    -3.532     0.443443     -42842.719
120 195    -4.400     0.363043     -42842.561
125 195    -5.414     0.287447     -42838.719
130 195    -5.860     0.259399     -42838.092
135 195    -6.735     0.212060     -42835.741
140 195    -7.471     0.179019     -42836.257
145 195    -9.163     0.121252     -42839.241
150 195   -10.360     0.092045     -42832.931
155 195   -13.356     0.046174     -42832.218
160 195   -15.947     0.025428     -42832.983
165 195   -17.752     0.016781     -42834.324
170 195   -22.086     0.006187     -42832.469
175 195   -30.052     0.000988     -42837.143
180 195   -27.815     0.001654     -42838.800
  0 200   -30.017     0.000996     -42850.905
  5 200   -31.446     0.000717     -42851.546
 10 200   -24.665     0.003416     -42851.695
 15 200   -18.670     0.013584     -42851.023
 20 200   -15.938     0.025479     -42849.661
 25 200   -13.415     0.045548     -42851.326
 30 200   -11.517     0.070521     -42851.147
 35 200    -9.781     0.105181     -42850.382
 40 200    -7.882     0.162858     -42853.015
 45 200    -6.312     0.233791     -42851.329
 50 200    -5.848     0.260164     -42852.131
 55 200    -5.049     0.312650     -42849.396
 60 200    -4.463     0.357831     -42847.587
 65 200    -4.073     0.391497     -42844.950
 70 200    -3.715     0.425087     -42842.940
 75 200    -3.021     0.498790     -42843.866
 80 200    -3.277     0.470173     -42845.368
 85 200    -2.989     0.502421     -42842.644
 90 200    -2.805     0.524201     -42843.766
 95 200    -3.323     0.465220     -42841.420
100 200    -3.269     0.471062     -42841.323
105 200    -3.147     0.484527     -42840.901
110 200    -3.383     0.458889     -42841.536
115 200    -3.532     0.443443     -42842.719
120 200    -4.400     0.363043     -42842.561
125 200    -5.414     0.287447     -42838.719
130 200    -5.860     0.259399     -42838.092
135 200    -6.735     0.212060     -42835.741
140 200    -7.471     0.179019     -42836.257
145 200    -9.163     0.121252     -42839.241
150 200   -10.360     0.092045     -42832.931
155 200   -13.356     0.046174     -42832.218
160 200   -15.947     0.025428     -42832.983
165 200   -17.752     0.016781     -42834.324
170 200   -22.086     0.006187     -42832.469
175 200   -30.052     0.000988     -42837.143
180 200   -27.815     0.001654     -42838.800
  0 205   -30.017     0.000996     -42850.905
  5 205   -31.446     0.000717     -42851.546
 10 205   -24.665     0.003416     -42851.695
 15 205   -18.670     0.013584     -42851.023
 20 205   -15.938     0.025479     -42849.661
 25 205   -13.415     0.045548     -42851.326
 30 205   -11.517     0.070521     -42851.147
 35 205    -9.781     0.105181     -42850.382
 40 205    -7.882     0.162858     -42853.015
 45 205    -6.312     0.233791     -42851.329
 50 205    -5.848     0.260164     -42852.131
 55 205    -5.049     0.312650     -42849.396
 60 205    -4.463     0.357831     -42847.587
 65 205    -4.073     0.391497     -42844.950
 70 205    -3.715     0.425087     -42842.940
 75 205    -3.021     0.498790     -42843.866
 80 205    -3.277     0.470173     -42845.368
 85 205    -2.989     0.502421     -42842.644
 90 205    -2.805     0.524201     -42843.766
 95 205    -3.323     0.465220     -42841.420
100 205    -3.269     0.471062     -42841.323
105 205    -3.147     0.484527     -42840.901
110 205    -3.383     0.458889     -42841.536
115 205    -3.532     0.443443     -42842.719
120 205    -4.400     0.363043     -42842.561
125 205    -5.414     0.287447     -42838.719
130 205    -5.860     0.259399     -42838.092
135 205    -6.735     0.212060     -42835.741
140 205    -7.471     0.179019     -42836.257
145 205    -9.163     0.121252     -42839.241
150 205   -10.360     0.092045     -42832.931
155 205   -13.356     0.046174     -42832.218
160 205   -15.947     0.025428     -42832.983
165 205   -17.752     0.016781     -42834.324
170 205   -22.086     0.006187     -42832.469
175 205   -30.052     0.000988     -42837.143
180 205   -27.815     0.001654     -42838.800
  0 210   -30.017     0.000996     -42850.905
  5 210   -31.446     0.000717     -42851.546
 10 210   -24.665     0.003416     -42851.695
 15 210   -18.670     0.013584     -42851.023
 20 210   -15.938     0.025479     -42849.661
 25 210   -13.415     0.045548     -42851.326
 30 210   -11.517     0.070521     -42851.147
 35 210    -9.781     0.105181     -42850.382
 40 210    -7.882     0.162858     -42853.015
 45 210    -6.312     0.233791     -42851.329
 50 210    -5.848     0.260164     -42852.131
 55 210    -5.049     0.312650     -42849.396
 60 210    -4.463     0.357831     -42847.587
 65 210    -4.073     0.391497     -42844.950
 70 210    -3.715     0.425087     -42842.940
 75 210    -3.021     0.498790     -42843.866
 80 210    -3.277     0.470173     -42845.368
 85 210    -2.989     0.502421     -42842.644
 90 210    -2.805     0.524201     -42843.766
 95 210    -3.323     0.465220     -42841.420
100 210    -3.269     0.471062     -42841.323
105 210    -3.147     0.484527     -42840.901
110 210    -3.383     0.458889     -42841.536
115 210    -3.532     0.443443     -42842.719
120 210    -4.400     0.363043     -42842.561
125 210    -5.414     0.287447     -42838.719
130 210    -5.860     0.259399     -42838.092
135 210    -6.735     0.212060     -42835.741
140 210    -7.471     0.179019     -42836.257
145 210    -9.163     0.121252     -42839.241
150 210   -10.360     0.092045     -42832.931
155 210   -13.356     0.046174     -42832.218
160 210   -15.947     0.025428     -42832.983
165 210   -17.752     0.016781     -42834.324
170 210   -22.086     0.006187     -42832.469
175 210   -30.052     0.000988     -42837.143
180 210   -27.815     0.001654     -42838.800
  0 215   -30.017     0.000996     -42850.905
  5 215   -31.446     0.000717     -42851.546
 10 215   -24.665     0.003416     -42851.695
 15 215   -18.670     0.013584     -42851.023
 20 215   -15.938     0.025479     -42849.661
 25 215   -13.415     0.045548     -42851.326
 30 215   -11.517     0.070521     -42851.147
 35 215    -9.781     0.105181     -42850.382
 40 215    -7.882     0.162858     -42853.015
 45 215    -6.312     0.233791     -42851.329
 50 215    -5.848     0.260164     -42852.131
 55 215    -5.049     0.312650     -42849.396
 60 215    -4.463     0.357831     -42847.587
 65 215    -4.073     0.391497     -42844.950
 70 215    -3.715     0.425087     -42842.940
 75 215    -3.021     0.498790     -42843.866
 80 215    -3.277     0.470173     -42845.368
 85 215    -2.989     0.502421     -42842.644
 90 215    -2.805     0.524201     -42843.766
 95 215    -3.323     0.465220     -42841.420
100 215    -3.269     0.471062     -42841.323
105 215    -3.147     0.484527     -42840.901
110 215    -3.383     0.458889     -42841.536
115 215    -3.532     0.443443     -42842.719
120 215    -4.400     0.363043     -42842.561
125 215    -5.414     0.287447     -42838.719
130 215    -5.860     0.259399     -42838.092
135 215    -6.735     0.212060     -42835.741
140 215    -7.471     0.179019     -42836.257
145 215    -9.163     0.121252     -42839.241
150 215   -10.360     0.092045     -42832.931
155 215   -13.356     0.046174     -42832.218
160 215   -15.947     0.025428     -42832.983
165 215   -17.752     0.016781     -42834.324
170 215   -22.086     0.006187     -42832.469
175 215   -30.052     0.000988     -42837.143
180 215   -27.815     0.001654     -42838.800
  0 220   -30.017     0.000996     -42850.905
  5 220   -31.446     0.000717     -42851.546
 10 220   -24.665     0.003416     -42851.695
 15 220   -18.670     0.013584     -42851.023
 20 220   -15.938     0.025479     -42849.661
 25 220   -13.415     0.045548     -42851.326
 30 220   -11.517     0.070521     -42851.147
 35 220    -9.781     0.105181     -42850.382
 40 220    -7.882     0.162858     -42853.015
 45 220    -6.312     0.233791     -42851.329
 50 220    -5.848     0.260164     -42852.131
 55 220    -5.049     0.312650     -42849.396
 60 220    -4.463     0.357831     -42847.587
 65 220    -4.073     0.391497     -42844.950
 70 220    -3.715     0.425087     -42842.940
 75 220    -3.021     0.498790     -42843.866
 80 220    -3.277     0.470173     -42845.368
 85 220    -2.989     0.502421     -42842.644
 90 220    -2.805     0.524201     -42843.766
 95 220    -3.323     0.465220     -42841.420
100 220    -3.269     0.471062     -42841.323
105 220    -3.147     0.484527     -42840.901
110 220    -3.383     0.458889     -42841.536
115 220    -3.532     0.443443     -42842.719
120 220    -4.400     0.363043     -42842.561
125 220    -5.414     0.287447     -42838.719
130 220    -5.860     0.259399     -42838.092
135 220    -6.735     0.212060     -42835.741
140 220    -7.471     0.179019     -42836.257
145 220    -9.163     0.121252     -42839.241
150 220   -10.360     0.092045     -42832.931
155 220   -13.356     0.046174     -42832.218
160 220   -15.947     0.025428     -42832.983
165 220   -17.752     0.016781     -42834.324
170 220   -22.086     0.006187     -42832.469
175 220   -30.052     0.000988     -42837.143
180 220   -27.815     0.001654     -42838.800
  0 225   -30.017     0.000996     -42850.905
  5 225   -31.446     0.000717     -42851.546
 10 225   -24.665     0.003416     -42851.695
 15 225   -18.670     0.013584     -42851.023
 20 225   -15.938     0.025479     -42849.661
 25 225   -13.415     0.045548     -42851.326
 30 225   -11.517     0.070521     -42851.147
 35 225    -9.781     0.105181     -42850.382
 40 225    -7.882     0.162858     -42853.015
 45 225    -6.312     0.233791     -42851.329
 50 225    -5.848     0.260164     -42852.131
 55 225    -5.049     0.312650     -42849.396
 60 225    -4.463     0.357831     -42847.587
 65 225    -4.073     0.391497     -42844.950
 70 225    -3.715     0.425087     -42842.940
 75 225    -3.021     0.498790     -42843.866
 80 225    -3.277     0.470173     -42845.368
 85 225    -2.989     0.502421     -42842.644
 90 225    -2.805     0.524201     -42843.766
 95 225    -3.323     0.465220     -42841.420
100 225    -3.269     0.471062     -42841.323
105 225    -3.147     0.484527     -42840.901
110 225    -3.383     0.458889     -42841.536
115 225    -3.532     0.443443     -42842.719
120 225    -4.400     0.363043     -42842.561
125 225    -5.414     0.287447     -42838.719
130 225    -5.860     0.259399     -42838.092
135 225    -6.735     0.212060     -42835.741
140 225    -7.471     0.179019     -42836.257
145 225    -9.163     0.121252     -42839.241
150 225   -10.360     0.092045     -42832.931
155 225   -13.356     0.046174     -42832.218
160 225   -15.947     0.025428     -42832.983
165 225   -17.752     0.016781     -42834.324
170 225   -22.086     0.006187     -42832.469
175 225   -30.052     0.000988     -42837.143
180 225   -27.815     0.001654     -42838.800
  0 230   -30.017     0.000996     -42850.905
  5 230   -31.446     0.000717     -42851.546
 10 230   -24.665     0.003416     -42851.695
 15 230   -18.670     0.013584     -42851.023
 20 230   -15.938     0.025479     -42849.661
 25 230   -13.415     0.045548     -42851.326
 30 230   -11.517     0.070521     -42851.147
 35 230    -9.781     0.105181     -42850.382
 40 230    -7.882     0.162858     -42853.015
 45 230    -6.312     0.233791     -42851.329
 50 230    -5.848     0.260164     -42852.131
 55 230    -5.049     0.312650     -42849.396
 60 230    -4.463     0.357831     -42847.587
 65 230    -4.073     0.391497     -42844.950
 70 230    -3.715     0.425087     -42842.940
 75 230    -3.021     0.498790     -42843.866
 80 230    -3.277     0.470173     -42845.368
 85 230    -2.989     0.502421     -42842.644
 90 230    -2.805     0.524201     -42843.766
 95 230    -3.323     0.465220     -42841.420
100 230    -3.269     0.471062     -42841.323
105 230    -3.147     0.484527     -42840.901
110 230    -3.383     0.458889     -42841.536
115 230    -3.532     0.443443     -42842.719
120 230    -4.400     0.363043     -42842.561
125 230    -5.414     0.287447     -42838.719
130 230    -5.860     0.259399     -42838.092
135 230    -6.735     0.212060     -42835.741
140 230    -7.471     0.179019     -42836.257
145 230    -9.163     0.121252     -42839.241
150 230   -10.360     0.092045     -42832.931
155 230   -13.356     0.046174     -42832.218
