n : 1.0
freq : 83.33 MHz
SWR : 7.037
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
 15 270   -11.923     0.064231     -75488.185
 20 270   -10.903     0.081226     -75128.717
 25 270    -9.121     0.122420     -75130.984
 30 270    -7.412     0.181449     -75132.520
 35 270    -6.834     0.207293     -75131.527
 40 270    -5.876     0.258454     -75855.259
 45 270    -5.741     0.266651     -75497.791
 50 270    -5.767     0.265048     -75499.131
 55 270    -5.275     0.296834     -75861.668
 60 270    -7.900     0.162164     -75864.905
 65 270    -7.701     0.169799     -74787.877
 70 270    -8.951     0.127310     -74788.434
 75 270   -11.738     0.067023     -74790.618
 80 270   -12.536     0.055776     -74791.465
 85 270   -14.116     0.038760     -74070.326
 90 270   -16.047     0.024851     -74073.089
 95 270   -16.196     0.024010     -74071.311
100 270   -12.372     0.057914     -74072.808
105 270    -9.830     0.103998     -74792.725
110 270   -11.005     0.079340     -74794.189
115 270    -8.135     0.153626     -74435.546
120 270    -7.300     0.186206     -74432.798
125 270    -6.189     0.240505     -74432.581
130 270    -5.447     0.285328     -74075.191
135 270    -5.220     0.300617     -74073.240
140 270    -6.265     0.236316     -74430.817
145 270    -6.300     0.234441     -74793.143
150 270    -6.668     0.215379     -74433.387
155 270    -8.782     0.132365     -74431.639
160 270    -9.785     0.105064     -74430.838
165 270   -15.875     0.025852     -74786.983
170 270   -18.396     0.014468     -74784.202
175 270   -26.536     0.002220     -74781.960
180 270   -20.415     0.009088     -75145.166
  0 275   -25.633     0.002733     -75131.813
  5 275   -25.289     0.002959     -75133.687
 10 275   -18.322     0.014715     -75131.674
 15 275   -11.923     0.064231     -75488.185
 20 275   -10.903     0.081226     -75128.717
 25 275    -9.121     0.122420     -75130.984
 30 275    -7.412     0.181449     -75132.520
 35 275    -6.834     0.207293     -75131.527
 40 275    -5.876     0.258454     -75855.259
 45 275    -5.741     0.266651     -75497.791
 50 275    -5.767     0.265048     -75499.131
 55 275    -5.275     0.296834     -75861.668
 60 275    -7.900     0.162164     -75864.905
 65 275    -7.701     0.169799     -74787.877
 70 275    -8.951     0.127310     -74788.434
 75 275   -11.738     0.067023     -74790.618
 80 275   -12.536     0.055776     -74791.465
 85 275   -14.116     0.038760     -74070.326
 90 275   -16.047     0.024851     -74073.089
 95 275   -16.196     0.024010     -74071.311
100 275   -12.372     0.057914     -74072.808
105 275    -9.830     0.103998     -74792.725
110 275   -11.005     0.079340     -74794.189
115 275    -8.135     0.153626     -74435.546
120 275    -7.300     0.186206     -74432.798
125 275    -6.189     0.240505     -74432.581
130 275    -5.447     0.285328     -74075.191
135 275    -5.220     0.300617     -74073.240
140 275    -6.265     0.236316     -74430.817
145 275    -6.300     0.234441     -74793.143
150 275    -6.668     0.215379     -74433.387
155 275    -8.782     0.132365     -74431.639
160 275    -9.785     0.105064     -74430.838
165 275   -15.875     0.025852     -74786.983
170 275   -18.396     0.014468     -74784.202
175 275   -26.536     0.002220     -74781.960
180 275   -20.415     0.009088     -75145.166
  0 280   -25.633     0.002733     -75131.813
  5 280   -25.289     0.002959     -75133.687
 10 280   -18.322     0.014715     -75131.674
 15 280   -11.923     0.064231     -75488.185
 20 280   -10.903     0.081226     -75128.717
 25 280    -9.121     0.122420     -75130.984
 30 280    -7.412     0.181449     -75132.520
 35 280    -6.834     0.207293     -75131.527
 40 280    -5.876     0.258454     -75855.259
 45 280    -5.741     0.266651     -75497.791
 50 280    -5.767     0.265048     -75499.131
 55 280    -5.275     0.296834     -75861.668
 60 280    -7.900     0.162164     -75864.905
 65 280    -7.701     0.169799     -74787.877
 70 280    -8.951     0.127310     -74788.434
 75 280   -11.738     0.067023     -74790.618
 80 280   -12.536     0.055776     -74791.465
 85 280   -14.116     0.038760     -74070.326
 90 280   -16.047     0.024851     -74073.089
 95 280   -16.196     0.024010     -74071.311
100 280   -12.372     0.057914     -74072.808
105 280    -9.830     0.103998     -74792.725
110 280   -11.005     0.079340     -74794.189
115 280    -8.135     0.153626     -74435.546
120 280    -7.300     0.186206     -74432.798
125 280    -6.189     0.240505     -74432.581
130 280    -5.447     0.285328     -74075.191
135 280    -5.220     0.300617     -74073.240
140 280    -6.265     0.236316     -74430.817
145 280    -6.300     0.234441     -74793.143
150 280    -6.668     0.215379     -74433.387
155 280    -8.782     0.132365     -74431.639
160 280    -9.785     0.105064     -74430.838
165 280   -15.875     0.025852     -74786.983
170 280   -18.396     0.014468     -74784.202
175 280   -26.536     0.002220     -74781.960
180 280   -20.415     0.009088     -75145.166
  0 285   -25.633     0.002733     -75131.813
  5 285   -25.289     0.002959     -75133.687
 10 285   -18.322     0.014715     -75131.674
 15 285   -11.923     0.064231     -75488.185
 20 285   -10.903     0.081226     -75128.717
 25 285    -9.121     0.122420     -75130.984
 30 285    -7.412     0.181449     -75132.520
 35 285    -6.834     0.207293     -75131.527
 40 285    -5.876     0.258454     -75855.259
 45 285    -5.741     0.266651     -75497.791
 50 285    -5.767     0.265048     -75499.131
 55 285    -5.275     0.296834     -75861.668
 60 285    -7.900     0.162164     -75864.905
 65 285    -7.701     0.169799     -74787.877
 70 285    -8.951     0.127310     -74788.434
 75 285   -11.738     0.067023     -74790.618
 80 285   -12.536     0.055776     -74791.465
 85 285   -14.116     0.038760     -74070.326
 90 285   -16.047     0.024851     -74073.089
 95 285   -16.196     0.024010     -74071.311
100 285   -12.372     0.057914     -74072.808
105 285    -9.830     0.103998     -74792.725
110 285   -11.005     0.079340     -74794.189
115 285    -8.135     0.153626     -74435.546
120 285    -7.300     0.186206     -74432.798
125 285    -6.189     0.240505     -74432.581
130 285    -5.447     0.285328     -74075.191
135 285    -5.220     0.300617     -74073.240
140 285    -6.265     0.236316     -74430.817
145 285    -6.300     0.234441     -74793.143
150 285    -6.668     0.215379     -74433.387
155 285    -8.782     0.132365     -74431.639
160 285    -9.785     0.105064     -74430.838
165 285   -15.875     0.025852     -74786.983
170 285   -18.396     0.014468     -74784.202
175 285   -26.536     0.002220     -74781.960
180 285   -20.415     0.009088     -75145.166
  0 290   -25.633     0.002733     -75131.813
  5 290   -25.289     0.002959     -75133.687
 10 290   -18.322     0.014715     -75131.674
 15 290   -11.923     0.064231     -75488.185
 20 290   -10.903     0.081226     -75128.717
 25 290    -9.121     0.122420     -75130.984
 30 290    -7.412     0.181449     -75132.520
 35 290    -6.834     0.207293     -75131.527
 40 290    -5.876     0.258454     -75855.259
 45 290    -5.741     0.266651     -75497.791
 50 290    -5.767     0.265048     -75499.131
 55 290    -5.275     0.296834     -75861.668
 60 290    -7.900     0.162164     -75864.905
 65 290    -7.701     0.169799     -74787.877
 70 290    -8.951     0.127310     -74788.434
 75 290   -11.738     0.067023     -74790.618
 80 290   -12.536     0.055776     -74791.465
 85 290   -14.116     0.038760     -74070.326
 90 290   -16.047     0.024851     -74073.089
 95 290   -16.196     0.024010     -74071.311
100 290   -12.372     0.057914     -74072.808
105 290    -9.830     0.103998     -74792.725
110 290   -11.005     0.079340     -74794.189
115 290    -8.135     0.153626     -74435.546
120 290    -7.300     0.186206     -74432.798
125 290    -6.189     0.240505     -74432.581
130 290    -5.447     0.285328     -74075.191
135 290    -5.220     0.300617     -74073.240
140 290    -6.265     0.236316     -74430.817
145 290    -6.300     0.234441     -74793.143
150 290    -6.668     0.215379     -74433.387
155 290    -8.782     0.132365     -74431.639
160 290    -9.785     0.105064     -74430.838
165 290   -15.875     0.025852     -74786.983
170 290   -18.396     0.014468     -74784.202
175 290   -26.536     0.002220     -74781.960
180 290   -20.415     0.009088     -75145.166
  0 295   -25.633     0.002733     -75131.813
  5 295   -25.289     0.002959     -75133.687
 10 295   -18.322     0.014715     -75131.674
 15 295   -11.923     0.064231     -75488.185
 20 295   -10.903     0.081226     -75128.717
 25 295    -9.121     0.122420     -75130.984
 30 295    -7.412     0.181449     -75132.520
 35 295    -6.834     0.207293     -75131.527
 40 295    -5.876     0.258454     -75855.259
 45 295    -5.741     0.266651     -75497.791
 50 295    -5.767     0.265048     -75499.131
 55 295    -5.275     0.296834     -75861.668
 60 295    -7.900     0.162164     -75864.905
 65 295    -7.701     0.169799     -74787.877
 70 295    -8.951     0.127310     -74788.434
 75 295   -11.738     0.067023     -74790.618
 80 295   -12.536     0.055776     -74791.465
 85 295   -14.116     0.038760     -74070.326
 90 295   -16.047     0.024851     -74073.089
 95 295   -16.196     0.024010     -74071.311
100 295   -12.372     0.057914     -74072.808
105 295    -9.830     0.103998     -74792.725
110 295   -11.005     0.079340     -74794.189
115 295    -8.135     0.153626     -74435.546
120 295    -7.300     0.186206     -74432.798
125 295    -6.189     0.240505     -74432.581
130 295    -5.447     0.285328     -74075.191
135 295    -5.220     0.300617     -74073.240
140 295    -6.265     0.236316     -74430.817
145 295    -6.300     0.234441     -74793.143
150 295    -6.668     0.215379     -74433.387
155 295    -8.782     0.132365     -74431.639
160 295    -9.785     0.105064     -74430.838
165 295   -15.875     0.025852     -74786.983
170 295   -18.396     0.014468     -74784.202
175 295   -26.536     0.002220     -74781.960
180 295   -20.415     0.009088     -75145.166
  0 300   -25.633     0.002733     -75131.813
  5 300   -25.289     0.002959     -75133.687
 10 300   -18.322     0.014715     -75131.674
 15 300   -11.923     0.064231     -75488.185
 20 300   -10.903     0.081226     -75128.717
 25 300    -9.121     0.122420     -75130.984
 30 300    -7.412     0.181449     -75132.520
 35 300    -6.834     0.207293     -75131.527
 40 300    -5.876     0.258454     -75855.259
 45 300    -5.741     0.266651     -75497.791
 50 300    -5.767     0.265048     -75499.131
 55 300    -5.275     0.296834     -75861.668
 60 300    -7.900     0.162164     -75864.905
 65 300    -7.701     0.169799     -74787.877
 70 300    -8.951     0.127310     -74788.434
 75 300   -11.738     0.067023     -74790.618
 80 300   -12.536     0.055776     -74791.465
 85 300   -14.116     0.038760     -74070.326
 90 300   -16.047     0.024851     -74073.089
 95 300   -16.196     0.024010     -74071.311
100 300   -12.372     0.057914     -74072.808
105 300    -9.830     0.103998     -74792.725
110 300   -11.005     0.079340     -74794.189
115 300    -8.135     0.153626     -74435.546
120 300    -7.300     0.186206     -74432.798
125 300    -6.189     0.240505     -74432.581
130 300    -5.447     0.285328     -74075.191
135 300    -5.220     0.300617     -74073.240
140 300    -6.265     0.236316     -74430.817
145 300    -6.300     0.234441     -74793.143
150 300    -6.668     0.215379     -74433.387
155 300    -8.782     0.132365     -74431.639
160 300    -9.785     0.105064     -74430.838
165 300   -15.875     0.025852     -74786.983
170 300   -18.396     0.014468     -74784.202
175 300   -26.536     0.002220     -74781.960
180 300   -20.415     0.009088     -75145.166
  0 305   -25.633     0.002733     -75131.813
  5 305   -25.289     0.002959     -75133.687
 10 305   -18.322     0.014715     -75131.674
 15 305   -11.923     0.064231     -75488.185
 20 305   -10.903     0.081226     -75128.717
 25 305    -9.121     0.122420     -75130.984
 30 305    -7.412     0.181449     -75132.520
 35 305    -6.834     0.207293     -75131.527
 40 305    -5.876     0.258454     -75855.259
 45 305    -5.741     0.266651     -75497.791
 50 305    -5.767     0.265048     -75499.131
 55 305    -5.275     0.296834     -75861.668
 60 305    -7.900     0.162164     -75864.905
 65 305    -7.701     0.169799     -74787.877
 70 305    -8.951     0.127310     -74788.434
 75 305   -11.738     0.067023     -74790.618
 80 305   -12.536     0.055776     -74791.465
 85 305   -14.116     0.038760     -74070.326
 90 305   -16.047     0.024851     -74073.089
 95 305   -16.196     0.024010     -74071.311
100 305   -12.372     0.057914     -74072.808
105 305    -9.830     0.103998     -74792.725
110 305   -11.005     0.079340     -74794.189
115 305    -8.135     0.153626     -74435.546
120 305    -7.300     0.186206     -74432.798
125 305    -6.189     0.240505     -74432.581
130 305    -5.447     0.285328     -74075.191
135 305    -5.220     0.300617     -74073.240
140 305    -6.265     0.236316     -74430.817
145 305    -6.300     0.234441     -74793.143
150 305    -6.668     0.215379     -74433.387
155 305    -8.782     0.132365     -74431.639
160 305    -9.785     0.105064     -74430.838
165 305   -15.875     0.025852     -74786.983
170 305   -18.396     0.014468     -74784.202
175 305   -26.536     0.002220     -74781.960
180 305   -20.415     0.009088     -75145.166
  0 310   -25.633     0.002733     -75131.813
  5 310   -25.289     0.002959     -75133.687
 10 310   -18.322     0.014715     -75131.674
 15 310   -11.923     0.064231     -75488.185
 20 310   -10.903     0.081226     -75128.717
 25 310    -9.121     0.122420     -75130.984
 30 310    -7.412     0.181449     -75132.520
 35 310    -6.834     0.207293     -75131.527
