Frequency,Gain(Ch.0),Phase(Ch.0),Gain(Ch.1),Phase(Ch.1),Gain(Ch.2),Phase(Ch.2),Gain(Ch.3),Phase(Ch.3),Gain(Ch.4),Phase(Ch.4),Gain(Ch.5),Phase(Ch.5),Gain(Ch.6),Phase(Ch.6),Gain(Ch.7),Phase(Ch.7),Gain(Ch.8),Phase(Ch.8),Gain(Ch.9),Phase(Ch.9),Gain(Ch.10),Phase(Ch.10),Gain(Ch.11),Phase(Ch.11),Gain(Ch.12),Phase(Ch.12),Gain(Ch.13),Phase(Ch.13),Gain(Ch.14),Phase(Ch.14),Gain(Ch.15),Phase(Ch.15)\n
371.09,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061,5368.463,-1.061\n 
375,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14,5346.259,-1.14\n 
378.91,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218,5324.76,-1.218\n 
382.81,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295,5303.346,-1.295\n 
386.72,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372,5313.736,-1.372\n 
390.62,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449,5330.28,-1.449\n 
394.53,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526,5346.259,-1.526\n 
398.44,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603,5362.286,-1.603\n 
402.34,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679,5355.5,-1.679\n 
406.25,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757,5333.349,-1.757\n 
410.16,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835,5311.29,-1.835\n 
414.06,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914,5289.322,-1.914\n 
417.97,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996,5248.075,-1.996\n 
421.87,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079,5168.327,-2.079\n 
425.78,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168,5089.206,-2.168\n 
429.69,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263,5011.872,-2.263\n 
433.59,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37,4531.584,-2.37/n
437.5,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499,1197.567,-2.499\n 
441.41,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679,316.446,-2.679\n 
445.31,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018,83.628,-3.018\n 
449.22,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531,22.1,2.531\n 
453.12,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366,48.173,-0.366\n 
457.03,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874,179.453,-1.874\n 
460.94,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207,668.575,-2.207\n 
464.84,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386,2490.577,-2.386\n 
468.75,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514,4673.045,-2.514\n 
472.66,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619,4802.308,-2.619\n 
476.56,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711,4934.578,-2.711\n 
480.47,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795,5070.491,-2.795\n 
484.37,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874,5174.877,-2.874\n 
488.28,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95,5183.224,-2.95\n 
492.19,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023,5190.988,-3.023\n 
496.09,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095,5198.763,-3.095\n 
500,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118,5206.549,3.118\n 
503.91,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048,5205.351,3.048\n 
507.81,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98,5204.752,2.98\n 
511.72,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912,5203.553,2.912\n 
515.62,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844,5202.355,2.844\n 
519.53,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776,5196.967,2.776\n 
523.44,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709,5189.195,2.709\n 
527.34,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642,5181.434,2.642\n 
531.25,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574,5173.685,2.574\n 
535.16,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507,5161.786,2.507\n 
539.06,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439,5144.581,2.439\n 
542.97,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371,5127.433,2.371\n 
546.87,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303,5110.342,2.303\n 
550.78,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235,5088.034,2.235\n 
554.69,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166,5045.451,2.166\n 
558.59,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097,5003.801,2.097\n 
562.5,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027,4961.923,2.027\n 
566.41,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956,4920.395,1.956\n 
570.31,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885,4904.559,1.885\n 
574.22,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814,4891.026,1.814\n 
578.12,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742,4876.969,1.742\n 
582.03,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669,4863.512,1.669\n 
585.94,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595,4840.052,1.595\n 
589.84,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521,4812.27,1.521\n 
593.75,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445,4784.648,1.445\n 
597.66,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369,4757.185,1.369\n 
601.56,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292,4738.599,1.292\n 
605.47,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215,4733.692,1.215\n 
609.37,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136,4728.245,1.136\n 
613.28,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056,4723.349,1.056\n 
617.19,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976,4717.371,0.976\n 
621.09,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894,4704.896,0.894\n 
625,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812,4692.454,0.812\n 
628.91,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728,4680.045,0.728\n 
632.81,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643,4667.668,0.643\n 
636.72,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558,4673.045,0.558\n 
640.62,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471,4681.661,0.471\n 
644.53,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384,4689.753,0.384\n 
648.44,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295,4698.4,0.295\n 
652.34,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205,4682.74,0.205\n 
656.25,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115,4651.575,0.115\n 
660.16,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023,4620.617,0.023\n 
664.06,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07,4589.866,-0.07\n 
667.97,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164,4564.046,-0.164\n 
671.87,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259,4548.833,-0.259\n 
675.78,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355,4533.671,-0.355\n 
679.69,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452,4518.559,-0.452\n 
683.59,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55,4504.017,-0.55\n 
687.5,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65,4500.388,-0.65\n 
691.41,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751,4496.763,-0.751\n 
695.31,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852,4493.141,-0.852\n 
699.22,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956,4489.521,-0.956\n 
703.12,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06,4478.164,-1.06\n 
